STATION_NOM,POLLUANT_NOM,DATE_MESURE,MESURE_H01,MESURE_H02,MESURE_H03,MESURE_H04,MESURE_H05,MESURE_H06,MESURE_H07,MESURE_H08,MESURE_H09,MESURE_H10,MESURE_H11,MESURE_H12,MESURE_H13,MESURE_H14,MESURE_H15,MESURE_H16,MESURE_H17,MESURE_H18,MESURE_H19,MESURE_H20,MESURE_H21,MESURE_H22,MESURE_H23,MESURE_H24,MES_H_MINI,MES_H_MAXI,MOYENNE_JOUR
Bordeaux - Bastide,NO2,2012-05-30,1,3,4,13,33,44,42,19,10,13,14,15,7,21,7,8,9,10,9,5,2,0,0,0,0,44,12
Bordeaux - Bastide,NO2,2012-05-31,1,0,0,2,2,11,13,16,10,10,8,4,8,9,20,13,12,25,19,7,6,8,8,9,0,25,9
Bordeaux - Bastide,NO2,2012-06-01,12,13,23,26,34,34,48,45,44,38,27,31,21,36,27,40,33,31,31,37,52,40,15,9,9,52,31
Bordeaux - Bastide,NO2,2012-06-02,15,19,20,9,21,34,35,39,37,33,30,23,31,27,9,10,4,10,5,3,5,7,5,0,0,39,18
Bordeaux - Bastide,NO2,2012-06-03,1,0,0,0,0,0,2,1,0,0,1,1,0,1,0,1,3,1,0,0,0,0,0,0,0,3,1
Bordeaux - Bastide,NO2,2012-06-04,0,2,0,1,5,23,21,6,3,5,2,2,3,3,1,3,1,0,0,1,2,4,3,5,0,23,4
Bordeaux - Bastide,NO2,2012-06-05,7,7,21,32,35,52,52,28,21,21,22,17,25,28,35,36,35,31,26,14,5,1,1,0,0,52,23
Bordeaux - Bastide,NO2,2012-06-06,0,4,1,5,23,43,52,41,14,14,18,6,9,4,8,14,23,35,33,42,40,9,5,3,0,52,19
Bordeaux - Bastide,NO2,2012-06-07,2,3,2,7,21,21,34,25,35,14,20,4,4,2,2,2,4,2,3,12,14,11,7,2,2,35,11
Bordeaux - Bastide,NO2,2012-06-08,0,3,3,4,25,38,39,17,5,3,1,3,2,3,2,2,2,2,2,0,1,8,6,8,0,39,7
Bordeaux - Bastide,NO2,2012-06-09,31,23,16,11,17,25,31,27,3,4,6,8,2,10,20,15,14,30,34,41,29,30,12,7,2,41,19
Bordeaux - Bastide,NO2,2012-06-10,3,3,1,3,3,7,8,12,23,27,18,15,1,0,0,0,0,1,2,19,6,6,4,4,0,27,7
Bordeaux - Bastide,NO2,2012-06-11,12,5,3,1,21,55,65,40,39,24,17,9,20,13,9,8,9,14,14,9,15,6,4,0,0,65,17
Bordeaux - Bastide,NO2,2012-06-12,0,2,1,21,44,62,35,13,7,6,2,1,4,3,3,2,2,1,0,0,0,4,4,1,0,62,9
Bordeaux - Bastide,NO2,2012-06-13,13,22,18,24,27,51,61,60,39,18,4,6,3,4,5,4,8,1,1,1,19,50,53,32,1,61,22
Bordeaux - Bastide,NO2,2012-06-14,17,7,9,9,30,57,44,26,24,24,22,35,26,27,34,45,14,16,13,8,5,8,7,4,4,57,21
Bordeaux - Bastide,NO2,2012-06-15,6,5,6,7,20,51,79,63,28,35,33,23,25,28,33,37,37,36,51,58,25,7,5,16,5,79,30
Bordeaux - Bastide,NO2,2012-06-16,8,5,8,25,38,32,10,5,5,4,3,2,4,3,5,4,5,5,6,6,4,6,4,4,2,38,8
Bordeaux - Bastide,NO2,2012-06-17,6,4,4,7,12,16,15,17,16,12,15,10,12,15,14,16,21,19,26,34,32,17,15,10,4,34,15
Bordeaux - Bastide,NO2,2012-06-18,6,4,4,4,5,10,10,11,12,13,15,8,13,12,22,13,8,6,5,5,5,7,5,5,4,22,9
Bordeaux - Bastide,NO2,2012-06-19,7,9,9,13,25,49,76,56,55,49,46,28,31,34,31,46,34,29,17,19,20,21,14,7,7,76,30
Bordeaux - Bastide,NO2,2012-06-20,8,8,10,17,30,50,45,37,32,24,27,36,38,39,37,53,49,48,48,57,20,5,7,8,5,57,31
Bordeaux - Bastide,NO2,2012-06-21,9,16,20,17,21,47,43,34,27,24,10,10,10,7,7,7,8,7,6,4,8,19,24,18,4,47,17
Bordeaux - Bastide,NO2,2012-06-22,17,10,13,32,47,60,60,18,9,14,6,7,6,8,8,8,4,4,3,4,6,6,4,5,3,60,15
Bordeaux - Bastide,NO2,2012-06-23,5,4,10,19,30,33,25,22,15,15,9,7,8,6,7,12,12,7,5,5,7,5,5,7,4,33,12
Bordeaux - Bastide,NO2,2012-06-24,7,7,7,10,13,13,12,13,6,7,9,6,9,13,7,4,5,6,6,6,6,5,3,3,3,13,8
Bordeaux - Bastide,NO2,2012-06-25,2,2,2,2,7,12,20,11,11,24,23,16,17,5,8,6,5,4,3,2,6,18,9,7,2,24,9
Bordeaux - Bastide,NO2,2012-06-26,5,4,5,10,13,26,28,27,22,17,21,18,23,19,27,23,26,31,23,21,24,27,29,25,4,31,21
Bordeaux - Bastide,NO2,2012-06-27,16,6,9,11,22,26,40,33,41,37,24,22,32,29,33,56,43,62,57,41,41,51,60,10,6,62,33
Bordeaux - Bastide,NO2,2012-06-28,5,11,16,16,34,53,58,39,14,15,10,8,8,7,7,7,7,8,7,5,4,5,3,3,3,58,15
Bordeaux - Bastide,NO2,2012-06-29,5,5,5,6,8,11,15,11,9,9,9,11,19,10,7,6,5,6,7,5,6,6,6,5,5,19,8
Bordeaux - Bastide,NO2,2012-06-30,9,4,7,12,15,21,23,14,12,8,7,5,6,5,5,5,5,5,5,4,4,4,7,4,4,23,8
Bordeaux - Bastide,NO2,2012-07-01,4,3,3,12,19,24,15,4,3,6,4,3,3,3,4,4,5,5,5,5,5,7,12,10,3,24,7
Bordeaux - Bastide,NO2,2012-07-02,6,12,23,33,39,59,52,46,31,17,21,20,21,21,9,10,11,12,11,5,7,5,9,12,5,59,21
Bordeaux - Bastide,NO2,2012-07-03,14,14,13,13,37,58,59,39,33,29,25,27,27,26,38,35,47,16,10,8,8,8,10,8,8,59,25
Bordeaux - Bastide,NO2,2012-07-04,6,5,6,16,16,42,41,29,21,13,15,22,16,18,9,11,8,6,6,5,4,6,5,5,4,42,14
Bordeaux - Bastide,NO2,2012-07-05,4,4,5,9,12,27,56,79,52,48,32,18,12,10,11,36,22,16,29,21,21,29,19,9,4,79,24
Bordeaux - Bastide,NO2,2012-07-06,6,6,8,17,33,53,47,38,25,18,8,7,7,13,25,7,11,17,19,13,7,19,21,26,6,53,19
Bordeaux - Bastide,NO2,2012-07-07,19,17,9,10,20,19,31,17,16,20,23,18,18,22,20,22,6,6,6,5,4,3,4,10,3,31,14
Bordeaux - Bastide,NO2,2012-07-08,7,3,5,2,9,9,8,5,8,15,18,4,5,8,8,5,5,4,5,4,4,6,7,29,2,29,8
Bordeaux - Bastide,NO2,2012-07-09,19,19,13,16,35,48,45,46,27,27,15,20,30,16,44,52,50,9,8,7,5,7,5,11,5,52,24
Bordeaux - Bastide,NO2,2012-07-10,9,11,12,25,41,64,66,68,63,39,19,14,6,6,6,7,7,6,6,5,5,6,4,4,4,68,21
Bordeaux - Bastide,NO2,2012-07-11,4,3,4,6,12,43,58,28,9,13,10,7,8,7,6,6,6,5,6,4,5,5,7,8,3,58,11
Bordeaux - Bastide,NO2,2012-07-12,8,5,3,17,19,56,49,42,30,33,23,22,13,20,11,11,8,6,5,5,4,8,12,10,3,56,18
Bordeaux - Bastide,NO2,2012-07-13,9,9,10,13,21,39,42,39,25,28,23,23,24,15,10,15,9,9,18,17,11,4,3,4,3,42,18
Bordeaux - Bastide,NO2,2012-07-14,10,11,13,16,12,17,20,19,8,5,5,4,4,3,5,5,4,6,4,5,8,20,35,32,3,35,11
Bordeaux - Bastide,NO2,2012-07-15,23,15,8,13,15,17,15,4,3,3,3,4,3,3,4,3,4,4,5,4,4,5,7,8,3,23,7
Bordeaux - Bastide,NO2,2012-07-16,18,20,24,32,32,56,56,52,41,29,20,21,21,21,18,14,11,4,2,3,7,10,4,5,2,56,22
Bordeaux - Bastide,NO2,2012-07-17,7,5,12,14,23,50,50,32,42,27,21,15,16,19,17,21,34,33,17,9,13,13,14,28,5,50,22
Bordeaux - Bastide,NO2,2012-07-18,39,34,39,42,55,70,67,74,60,41,30,27,40,39,16,10,6,5,7,8,6,5,5,3,3,74,30
Bordeaux - Bastide,NO2,2012-07-19,4,3,2,3,8,13,42,39,34,29,22,9,7,6,12,9,10,5,5,4,4,6,8,8,2,42,12
Bordeaux - Bastide,NO2,2012-07-20,11,10,10,20,43,61,54,45,42,28,9,11,8,6,9,6,6,5,5,6,5,6,7,7,5,61,18
Bordeaux - Bastide,NO2,2012-07-21,5,6,7,8,17,16,14,11,14,13,10,8,8,6,6,4,3,4,3,5,5,4,4,8,3,17,8
Bordeaux - Bastide,NO2,2012-07-22,6,9,8,8,10,11,11,16,15,14,11,7,4,5,5,8,4,7,19,15,26,19,30,19,4,30,12
Bordeaux - Bastide,NO2,2012-07-23,17,19,15,18,42,56,45,41,24,25,20,23,24,30,37,26,22,18,22,19,18,19,18,16,15,56,26
Bordeaux - Bastide,NO2,2012-07-24,8,12,19,34,38,56,66,54,38,30,33,26,35,30,30,30,45,39,36,39,36,20,13,19,8,66,33
Bordeaux - Bastide,NO2,2012-07-25,19,18,22,49,52,75,65,54,51,42,38,34,35,26,42,15,17,46,41,43,20,14,19,60,14,75,37
Bordeaux - Bastide,NO2,2012-07-26,55,36,52,62,56,63,61,70,73,56,40,34,31,36,42,36,17,21,18,15,11,8,11,9,8,73,38
Bordeaux - Bastide,NO2,2012-07-27,5,7,7,10,23,57,50,54,66,69,50,25,12,11,8,7,7,8,6,7,5,6,6,4,4,69,21
Bordeaux - Bastide,NO2,2012-07-28,4,4,4,6,6,9,12,22,26,25,8,7,6,11,5,5,4,5,6,5,4,4,4,4,4,26,8
Bordeaux - Bastide,NO2,2012-07-29,5,12,14,20,22,16,12,11,13,11,11,9,8,6,8,7,4,3,3,4,3,4,6,8,3,22,9
Bordeaux - Bastide,NO2,2012-07-30,17,25,18,32,40,49,54,49,30,26,10,11,9,8,7,5,6,5,5,4,5,6,8,7,4,54,18
Bordeaux - Bastide,NO2,2012-07-31,20,30,27,23,30,48,52,33,30,29,16,16,22,25,24,29,33,32,33,40,45,29,14,15,14,52,29
Bordeaux - Bastide,NO2,2012-08-01,21,22,27,23,31,48,25,8,6,6,5,8,8,7,7,7,8,5,4,4,5,11,22,18,4,48,14
Bordeaux - Bastide,NO2,2012-08-02,11,11,14,19,41,55,62,57,17,18,10,7,11,8,6,7,6,5,5,4,4,4,4,9,4,62,16
Bordeaux - Bastide,NO2,2012-08-03,22,23,17,30,33,36,31,31,26,23,23,21,10,11,11,7,5,4,5,5,6,5,11,11,4,36,17
Bordeaux - Bastide,NO2,2012-08-04,9,9,8,17,32,43,32,25,18,15,16,13,14,15,16,6,5,5,5,4,3,5,8,4,3,43,14
Bordeaux - Bastide,NO2,2012-08-05,4,4,4,6,10,13,12,10,21,20,6,6,5,3,4,4,10,29,21,24,24,16,10,4,3,29,11
Bordeaux - Bastide,NO2,2012-08-06,2,4,6,11,27,35,49,40,23,8,6,5,5,6,6,11,5,4,4,5,6,9,16,35,2,49,14
Bordeaux - Bastide,NO2,2012-08-07,26,21,23,23,28,37,42,49,24,22,21,15,21,17,20,26,25,27,27,28,23,26,14,11,11,49,25
Bordeaux - Bastide,NO2,2012-08-08,9,12,12,10,17,27,45,37,31,23,21,25,28,32,37,26,29,36,38,52,43,25,21,15,9,52,27
Bordeaux - Bastide,NO2,2012-08-09,12,16,15,19,29,50,47,40,41,40,39,32,36,38,30,27,38,53,27,33,31,36,22,13,12,53,32
Bordeaux - Bastide,NO2,2012-08-10,11,10,14,19,21,33,47,40,41,40,31,27,25,33,32,31,39,38,50,60,36,27,21,17,10,60,31
Bordeaux - Bastide,NO2,2012-08-11,13,13,18,31,47,24,18,17,16,20,27,13,11,10,6,6,6,5,5,5,4,3,3,3,3,47,14
Bordeaux - Bastide,NO2,2012-08-12,3,6,21,11,14,18,18,12,9,7,6,6,3,3,3,2,2,3,3,4,3,3,4,5,2,21,7
Bordeaux - Bastide,NO2,2012-08-13,5,9,9,28,34,35,38,39,18,18,13,11,8,8,15,21,12,11,7,9,7,9,11,10,5,39,16
Bordeaux - Bastide,NO2,2012-08-14,7,10,12,13,21,34,39,23,21,28,26,14,8,10,11,13,4,6,8,8,8,8,16,12,4,39,15
Bordeaux - Bastide,NO2,2012-08-15,12,6,4,3,4,8,8,11,4,4,4,4,3,4,5,4,3,3,4,10,48,40,17,28,3,48,10
Bordeaux - Bastide,NO2,2012-08-16,23,10,10,13,39,30,30,25,37,24,19,16,23,21,22,29,44,47,52,56,64,21,18,14,10,64,29
Bordeaux - Bastide,NO2,2012-08-17,22,18,23,20,23,28,48,29,30,28,30,20,32,35,35,33,44,12,8,18,48,35,21,39,8,48,28
Bordeaux - Bastide,NO2,2012-08-18,36,20,19,16,18,23,27,14,18,16,19,26,20,24,22,16,6,12,12,9,7,10,14,16,6,36,18
Bordeaux - Bastide,NO2,2012-08-19,17,16,13,6,8,7,10,17,21,19,16,13,16,13,5,4,2,2,2,4,5,5,4,6,2,21,10
Bordeaux - Bastide,NO2,2012-08-20,5,5,9,12,12,16,16,14,17,20,16,16,25,18,20,21,18,10,7,5,4,5,6,6,4,25,13
Bordeaux - Bastide,NO2,2012-08-21,4,5,6,9,26,28,40,43,46,46,22,27,23,12,5,6,7,6,6,4,4,5,5,4,4,46,16
Bordeaux - Bastide,NO2,2012-08-22,5,5,6,8,10,24,25,20,17,21,13,9,12,14,14,7,5,5,6,6,5,6,7,6,5,25,11
Bordeaux - Bastide,NO2,2012-08-23,7,4,5,10,31,28,43,36,33,39,31,15,9,13,25,19,11,13,18,8,6,6,5,4,4,43,17
Bordeaux - Bastide,NO2,2012-08-24,3,3,5,13,32,57,56,59,47,36,27,22,15,10,7,8,13,13,8,12,32,33,26,15,3,59,23
Bordeaux - Bastide,NO2,2012-08-25,4,3,2,2,3,16,17,25,10,6,4,5,4,4,5,5,5,6,6,6,6,6,5,5,2,25,7
Bordeaux - Bastide,NO2,2012-08-26,5,12,16,13,18,16,12,14,15,9,6,6,4,4,4,3,7,2,2,5,14,11,10,9,2,18,9
Bordeaux - Bastide,NO2,2012-08-27,5,6,9,14,33,40,44,25,20,20,20,23,29,33,36,46,58,13,12,11,7,5,4,4,4,58,22
Bordeaux - Bastide,NO2,2012-08-28,3,2,3,7,11,54,59,50,47,11,26,25,24,17,33,36,32,43,12,5,6,5,7,8,2,59,22
Bordeaux - Bastide,NO2,2012-08-29,8,9,10,16,16,24,28,30,32,20,14,12,7,8,8,7,9,7,6,6,5,7,5,5,5,32,12
Bordeaux - Bastide,NO2,2012-08-30,15,16,19,14,21,59,66,33,9,6,7,7,10,7,8,7,7,7,6,5,5,8,7,5,5,66,15
Bordeaux - Bastide,NO2,2012-08-31,4,3,6,9,15,21,23,13,8,6,5,5,6,7,5,5,7,9,10,9,8,9,8,12,3,23,9
Bordeaux - Bastide,NO2,2012-09-01,11,10,14,15,22,19,18,10,11,12,9,6,9,9,4,4,5,8,7,10,9,8,8,8,4,22,10
Bordeaux - Bastide,NO2,2012-09-02,9,8,12,9,14,12,8,10,8,8,6,4,4,6,4,5,5,5,7,7,7,7,6,6,4,14,7
Bordeaux - Bastide,NO2,2012-09-03,5,6,9,13,18,31,28,19,16,12,8,7,7,7,10,8,9,9,9,8,7,7,9,11,5,31,11
Bordeaux - Bastide,NO2,2012-09-04,10,12,12,13,16,29,33,19,15,8,6,6,7,7,11,12,8,11,11,9,10,9,10,13,6,33,12
Bordeaux - Bastide,NO2,2012-09-05,9,11,16,21,20,41,46,39,32,35,25,13,8,8,11,9,10,9,9,11,11,8,15,16,8,46,18
Bordeaux - Bastide,NO2,2012-09-06,17,15,18,26,30,47,49,29,26,24,20,26,14,13,16,15,10,9,24,29,16,17,14,16,9,49,22
Bordeaux - Bastide,NO2,2012-09-07,13,15,23,22,47,67,70,61,48,40,36,32,54,23,39,47,53,92,149,125,80,42,36,71,13,149,54
Bordeaux - Bastide,NO2,2012-09-08,62,66,34,41,40,60,47,50,43,32,36,31,28,24,28,7,4,6,17,19,23,93,64,50,4,93,38
Bordeaux - Bastide,NO2,2012-09-09,39,19,22,13,10,13,15,18,20,25,25,12,14,14,8,11,5,4,5,8,7,7,5,6,4,39,14
Bordeaux - Bastide,NO2,2012-09-10,4,5,15,30,58,71,73,62,45,35,27,28,18,28,30,28,24,51,27,5,5,6,5,6,4,73,29
Bordeaux - Bastide,NO2,2012-09-11,6,8,7,13,15,33,45,50,47,20,17,16,18,9,9,10,10,8,5,4,4,3,3,3,3,50,15
Bordeaux - Bastide,NO2,2012-09-12,4,3,3,5,10,22,34,29,15,17,10,12,11,9,9,9,10,11,9,9,8,9,6,4,3,34,11
Bordeaux - Bastide,NO2,2012-09-13,6,5,5,13,24,33,27,18,12,10,6,6,10,9,7,9,8,9,9,8,10,11,8,9,5,33,11
Bordeaux - Bastide,NO2,2012-09-14,11,15,26,37,51,68,65,63,74,69,31,11,13,10,8,9,10,10,13,6,4,4,3,3,3,74,26
Bordeaux - Bastide,NO2,2012-09-15,3,2,2,6,15,26,28,31,18,11,12,18,21,14,12,19,22,43,78,81,44,13,10,14,2,81,23
Bordeaux - Bastide,NO2,2012-09-16,12,19,20,22,31,36,42,21,26,22,12,7,5,4,8,7,14,15,25,11,8,8,8,12,4,42,16
Bordeaux - Bastide,NO2,2012-09-17,10,9,15,17,31,39,43,35,25,24,22,24,26,16,34,8,5,7,8,6,6,6,7,7,5,43,18
Bordeaux - Bastide,NO2,2012-09-18,6,7,6,23,46,73,81,58,20,13,15,13,14,14,13,11,13,14,16,16,9,8,7,6,6,81,21
Bordeaux - Bastide,NO2,2012-09-19,5,6,7,12,23,29,32,20,24,13,13,12,15,15,10,9,19,45,17,24,39,36,22,20,5,45,19
Bordeaux - Bastide,NO2,2012-09-20,10,12,9,13,23,52,70,47,44,40,34,35,32,32,62,60,67,62,68,47,36,37,52,31,9,70,41
Bordeaux - Bastide,NO2,2012-09-21,12,37,7,18,38,61,51,39,36,51,42,36,39,41,39,50,72,103,104,20,32,14,10,16,7,104,40
Bordeaux - Bastide,NO2,2012-09-22,13,8,8,7,9,10,15,27,41,34,28,26,24,26,30,31,39,66,54,36,25,24,24,27,7,66,26
Bordeaux - Bastide,NO2,2012-09-23,18,9,5,4,6,5,6,10,12,12,12,8,10,14,21,29,45,29,22,12,7,5,7,4,4,45,13
Bordeaux - Bastide,NO2,2012-09-24,2,1,2,4,5,9,9,10,10,10,6,7,6,8,10,10,10,11,24,30,21,11,7,8,1,30,10
Bordeaux - Bastide,NO2,2012-09-25,7,6,9,17,24,38,68,60,57,58,47,43,37,44,51,23,24,26,50,24,20,10,12,5,5,68,32
Bordeaux - Bastide,NO2,2012-09-26,4,5,6,10,25,41,66,38,36,27,25,20,9,12,19,23,44,43,37,30,21,27,20,15,4,66,25
Bordeaux - Bastide,NO2,2012-09-27,7,9,17,16,32,65,88,70,48,16,8,9,8,6,9,8,8,10,19,15,19,18,43,37,6,88,24
Bordeaux - Bastide,NO2,2012-09-28,24,11,12,28,29,47,57,42,49,35,32,32,22,18,15,24,14,15,18,18,20,18,11,10,10,57,25
Bordeaux - Bastide,NO2,2012-09-29,8,6,9,10,10,14,19,16,13,13,10,5,4,4,4,5,8,10,14,12,12,12,10,8,4,19,10
Bordeaux - Bastide,NO2,2012-09-30,8,7,7,9,9,9,15,9,8,7,6,4,3,4,4,4,6,11,13,10,9,7,8,15,3,15,8
Bordeaux - Bastide,NO2,2012-10-01,25,27,25,32,57,84,84,82,72,56,33,16,18,22,19,25,9,11,22,36,74,60,44,25,9,84,40
Bordeaux - Bastide,NO2,2012-10-02,20,18,21,23,34,56,79,56,58,65,49,53,40,55,59,67,64,28,22,34,34,25,16,7,7,79,41
Bordeaux - Bastide,NO2,2012-10-03,11,13,13,19,38,55,69,52,47,43,44,37,28,10,9,11,13,27,82,78,66,50,28,22,9,82,36
Bordeaux - Bastide,NO2,2012-10-04,21,20,23,27,40,71,84,64,45,23,22,14,17,17,25,29,25,19,70,66,68,58,55,52,14,84,40
Bordeaux - Bastide,NO2,2012-10-05,39,34,27,30,44,70,100,80,67,46,45,33,49,48,52,66,92,147,137,139,113,80,67,52,27,147,69
Bordeaux - Bastide,NO2,2012-10-06,54,47,36,30,17,23,24,33,39,37,37,31,40,48,55,78,60,81,79,63,53,47,22,5,5,81,43
Bordeaux - Bastide,NO2,2012-10-07,9,7,3,3,3,6,18,23,30,34,25,27,14,24,14,16,18,10,8,12,20,8,10,2,2,34,14
Bordeaux - Bastide,NO2,2012-10-08,2,2,6,7,38,51,57,40,36,25,32,21,27,27,41,26,14,32,18,5,4,5,4,3,2,57,22
Bordeaux - Bastide,NO2,2012-10-09,3,3,10,9,11,21,34,34,23,17,23,17,9,9,9,10,10,10,26,40,33,29,30,23,3,40,18
Bordeaux - Bastide,NO2,2012-10-10,22,18,20,19,29,38,58,58,54,59,58,45,40,33,36,56,92,77,54,38,33,21,19,13,13,92,41
Bordeaux - Bastide,NO2,2012-10-11,9,15,11,16,35,59,63,62,50,31,20,15,9,20,17,11,13,15,11,7,9,10,8,4,4,63,22
Bordeaux - Bastide,NO2,2012-10-12,3,2,2,16,20,23,43,47,24,10,6,8,6,8,9,8,10,23,60,63,82,72,55,46,2,82,27
Bordeaux - Bastide,NO2,2012-10-13,32,29,25,32,23,28,27,34,35,42,24,32,20,16,13,20,39,80,72,49,41,29,24,17,13,80,33
Bordeaux - Bastide,NO2,2012-10-14,10,6,6,6,7,11,18,14,14,19,18,6,5,5,6,6,8,10,15,14,8,13,23,30,5,30,12
Bordeaux - Bastide,NO2,2012-10-15,25,11,13,35,52,82,88,73,60,62,36,35,31,29,24,27,18,64,87,63,36,19,12,8,8,88,41
Bordeaux - Bastide,NO2,2012-10-16,8,8,10,15,26,46,62,62,59,56,66,56,46,55,65,60,53,49,29,21,17,16,10,7,7,66,38
Bordeaux - Bastide,NO2,2012-10-17,6,7,11,14,33,63,64,53,61,46,44,30,29,37,61,79,78,48,46,34,15,13,8,7,6,79,37
Bordeaux - Bastide,NO2,2012-10-18,9,16,26,35,43,46,59,47,31,22,23,26,44,39,25,25,29,50,57,41,43,32,8,2,2,59,32
Bordeaux - Bastide,NO2,2012-10-19,2,5,10,23,30,35,82,58,57,39,54,49,44,52,62,45,30,30,42,32,55,53,46,38,2,82,41
Bordeaux - Bastide,NO2,2012-10-20,36,25,20,16,19,36,36,26,35,20,29,25,24,15,12,16,13,10,8,8,12,8,6,6,6,36,19
Bordeaux - Bastide,NO2,2012-10-21,7,7,5,4,4,7,9,17,13,13,25,14,13,10,42,34,40,39,37,26,15,15,14,15,4,42,18
Bordeaux - Bastide,NO2,2012-10-22,10,12,19,32,49,72,90,87,72,60,42,49,53,40,21,22,23,30,40,32,24,29,25,21,10,90,40
Bordeaux - Bastide,NO2,2012-10-23,18,17,19,17,19,22,31,38,40,32,24,18,26,26,26,43,41,57,81,55,36,31,23,12,12,81,31
Bordeaux - Bastide,NO2,2012-10-24,12,10,12,12,35,52,51,48,37,39,42,30,37,39,49,53,80,81,68,40,25,24,25,26,10,81,39
Bordeaux - Bastide,NO2,2012-10-25,22,27,36,38,44,56,70,62,38,36,37,48,54,49,62,66,56,49,41,38,32,23,18,14,14,70,42
Bordeaux - Bastide,NO2,2012-10-26,12,14,13,12,32,42,55,40,40,53,34,27,27,29,21,17,25,18,17,11,11,13,15,12,11,55,25
Bordeaux - Bastide,NO2,2012-10-27,14,20,17,12,11,6,6,6,5,5,5,6,8,6,5,5,7,12,14,13,5,8,10,6,5,20,9
Bordeaux - Bastide,NO2,2012-10-28,6,6,6,6,6,7,7,6,6,10,8,4,4,3,4,6,9,21,32,59,71,62,53,41,3,71,18
Bordeaux - Bastide,NO2,2012-10-29,33,29,25,27,36,38,66,62,53,44,59,31,36,39,46,54,72,82,87,73,45,46,22,16,16,87,47
Bordeaux - Bastide,NO2,2012-10-30,18,19,22,23,34,47,56,55,48,51,44,35,34,47,57,52,69,90,91,74,60,56,49,42,18,91,49
Bordeaux - Bastide,NO2,2012-10-31,33,34,38,37,39,40,48,67,68,58,62,53,53,59,50,47,68,134,104,86,65,50,27,27,27,134,56
Bordeaux - Bastide,NO2,2012-11-01,18,14,13,14,10,7,14,18,27,29,32,29,25,20,16,11,41,54,51,47,45,38,46,29,7,54,27
Bordeaux - Bastide,NO2,2012-11-02,17,16,11,13,33,28,40,40,35,33,26,21,22,13,13,18,45,90,80,60,58,32,29,27,11,90,33
Bordeaux - Bastide,NO2,2012-11-03,25,17,12,12,17,16,20,21,42,34,33,34,34,25,23,43,35,18,16,11,16,28,26,25,11,43,24
Bordeaux - Bastide,NO2,2012-11-04,18,27,20,12,12,8,11,21,21,37,36,32,29,34,36,15,18,28,74,70,56,29,37,21,8,74,29
Bordeaux - Bastide,NO2,2012-11-05,12,12,12,14,23,37,60,82,79,61,69,38,51,44,54,44,70,69,71,64,55,39,25,18,12,82,46
Bordeaux - Bastide,NO2,2012-11-06,11,13,12,4,6,7,13,20,18,18,13,9,10,12,13,18,24,49,93,73,79,66,58,50,4,93,29
Bordeaux - Bastide,NO2,2012-11-07,40,30,25,25,24,36,42,63,69,60,67,39,32,38,54,62,108,86,86,96,75,49,39,34,24,108,53
Bordeaux - Bastide,NO2,2012-11-08,23,16,11,21,26,37,53,53,48,43,36,33,34,49,53,72,80,74,60,46,52,41,35,34,11,80,43
Bordeaux - Bastide,NO2,2012-11-09,31,26,19,22,21,40,83,65,45,42,40,40,43,47,47,53,74,74,64,56,48,39,26,29,19,83,45
Bordeaux - Bastide,NO2,2012-11-10,31,23,30,31,29,34,40,45,40,39,44,35,14,12,17,47,62,43,43,79,66,51,35,46,12,79,39
Bordeaux - Bastide,NO2,2012-11-11,38,34,18,21,20,22,29,51,45,47,22,11,13,11,9,9,15,52,48,56,37,40,45,36,9,56,30
Bordeaux - Bastide,NO2,2012-11-12,37,29,31,29,37,48,60,80,70,70,70,55,49,62,35,34,83,129,143,95,77,53,46,33,29,143,61
Bordeaux - Bastide,NO2,2012-11-13,31,27,27,30,32,40,75,80,61,55,43,35,33,56,47,60,97,123,102,74,48,43,34,29,27,123,53
Bordeaux - Bastide,NO2,2012-11-14,19,18,18,22,24,21,46,62,49,58,48,44,35,43,51,68,105,113,102,87,77,60,51,28,18,113,52
Bordeaux - Bastide,NO2,2012-11-15,15,31,31,24,38,46,88,85,63,48,36,42,38,50,57,60,68,80,77,118,94,73,59,46,15,118,57
Bordeaux - Bastide,NO2,2012-11-16,36,30,28,29,26,45,47,85,69,48,44,39,51,44,43,45,59,55,52,55,27,21,16,14,14,85,42
Bordeaux - Bastide,NO2,2012-11-17,12,8,7,15,22,37,43,34,39,37,21,27,35,40,48,81,86,88,71,88,59,51,41,37,7,88,43
Bordeaux - Bastide,NO2,2012-11-18,39,31,31,26,24,26,33,30,26,35,28,26,26,40,36,42,51,76,60,28,13,10,11,9,9,76,32
Bordeaux - Bastide,NO2,2012-11-19,9,9,12,14,25,44,66,89,66,59,62,44,45,36,47,85,106,113,108,125,90,66,48,42,9,125,59
Bordeaux - Bastide,NO2,2012-11-20,38,38,35,31,34,49,66,73,75,67,66,45,47,37,49,70,72,56,52,37,39,29,23,17,17,75,48
Bordeaux - Bastide,NO2,2012-11-21,15,16,16,15,22,44,47,41,67,67,20,13,16,13,19,25,72,125,124,97,94,69,54,40,13,125,47
Bordeaux - Bastide,NO2,2012-11-22,32,36,29,35,38,35,55,83,60,47,55,42,35,32,37,73,74,70,52,48,36,28,24,19,19,83,45
Bordeaux - Bastide,NO2,2012-11-23,14,14,26,33,32,36,55,78,59,56,51,51,32,41,50,58,62,49,44,44,33,22,20,20,14,78,41
