STATION_NOM,POLLUANT_NOM,DATE_MESURE,MESURE_H01,MESURE_H02,MESURE_H03,MESURE_H04,MESURE_H05,MESURE_H06,MESURE_H07,MESURE_H08,MESURE_H09,MESURE_H10,MESURE_H11,MESURE_H12,MESURE_H13,MESURE_H14,MESURE_H15,MESURE_H16,MESURE_H17,MESURE_H18,MESURE_H19,MESURE_H20,MESURE_H21,MESURE_H22,MESURE_H23,MESURE_H24,MES_H_MINI,MES_H_MAXI,MOYENNE_JOUR
Bordeaux - Bastide,PM10,2012-06-09,22,24,22,21,22,24,27,31,24,20,16,18,15,15,19,22,20,19,28,30,27,25,24,22,15,31,22
Bordeaux - Bastide,PM10,2012-06-10,17,13,13,12,13,13,13,12,13,13,13,16,14,9,4,6,8,10,9,12,11,12,14,14,4,17,12
Bordeaux - Bastide,PM10,2012-06-11,13,12,14,16,17,23,30,28,33,24,18,13,10,15,14,12,17,17,13,11,15,15,17,14,10,33,17
Bordeaux - Bastide,PM10,2012-06-12,13,12,13,12,15,21,23,20,15,12,12,11,14,17,19,16,17,17,15,17,17,17,17,14,11,23,16
Bordeaux - Bastide,PM10,2012-06-13,13,16,17,15,17,23,30,27,24,15,10,12,13,14,18,17,14,16,13,15,18,22,25,22,10,30,18
Bordeaux - Bastide,PM10,2012-06-14,17,14,13,16,19,23,27,24,21,21,21,,,23,22,23,21,20,19,22,22,19,17,15,13,27,20
Bordeaux - Bastide,PM10,2012-06-15,14,13,14,15,16,22,40,44,28,29,28,29,28,30,27,28,28,23,26,29,31,25,22,19,13,44,25
Bordeaux - Bastide,PM10,2012-06-16,17,16,17,16,17,25,19,14,11,11,10,10,12,12,11,12,14,11,11,12,13,11,11,13,10,25,14
Bordeaux - Bastide,PM10,2012-06-17,13,11,12,12,12,15,17,15,17,17,16,18,17,15,18,16,16,19,19,23,21,18,19,16,11,23,16
Bordeaux - Bastide,PM10,2012-06-18,28,30,26,24,18,16,21,21,21,21,15,17,20,19,20,17,18,14,15,10,10,14,17,12,10,30,19
Bordeaux - Bastide,PM10,2012-06-19,12,15,12,11,12,17,26,24,22,22,24,22,20,21,21,24,28,24,21,18,20,20,22,18,11,28,20
Bordeaux - Bastide,PM10,2012-06-20,16,16,16,16,17,26,29,35,35,35,34,31,32,34,29,31,37,40,41,36,31,28,20,22,16,41,29
Bordeaux - Bastide,PM10,2012-06-21,23,24,28,30,32,33,33,31,33,39,67,33,35,30,23,24,26,22,24,26,25,28,30,28,22,67,30
Bordeaux - Bastide,PM10,2012-06-22,28,28,28,27,28,39,52,43,27,32,28,25,24,22,26,24,21,23,22,21,22,23,22,21,21,52,27
Bordeaux - Bastide,PM10,2012-06-23,23,22,22,22,23,26,30,31,28,27,24,24,26,27,27,26,24,25,24,24,24,24,22,21,21,31,25
Bordeaux - Bastide,PM10,2012-06-24,19,20,18,18,20,21,21,22,21,19,24,24,23,21,21,22,21,18,17,18,19,21,21,19,17,24,20
Bordeaux - Bastide,PM10,2012-06-25,18,19,17,20,19,19,15,15,11,11,14,16,15,17,15,17,15,,,,14,13,14,16,11,20,16
Bordeaux - Bastide,PM10,2012-06-26,15,15,14,15,12,14,22,25,27,26,26,27,28,24,23,23,24,25,27,24,23,24,22,23,12,28,22
Bordeaux - Bastide,PM10,2012-06-27,23,23,21,23,25,27,31,34,34,39,39,39,41,46,43,43,41,40,44,42,40,37,42,35,21,46,36
Bordeaux - Bastide,PM10,2012-06-28,44,38,38,44,39,56,67,66,53,42,34,36,37,36,33,28,28,30,42,42,42,40,33,26,26,67,41
Bordeaux - Bastide,PM10,2012-06-29,18,19,15,15,14,19,19,20,29,23,28,23,35,35,31,30,31,31,27,23,20,20,21,21,14,35,24
Bordeaux - Bastide,PM10,2012-06-30,21,18,17,20,19,22,21,17,15,16,19,21,18,20,24,19,19,22,13,14,14,15,13,16,13,24,18
Bordeaux - Bastide,PM10,2012-07-01,21,19,17,18,17,20,20,18,16,17,17,15,12,16,18,18,17,16,18,16,16,16,17,19,12,21,17
Bordeaux - Bastide,PM10,2012-07-02,16,16,17,20,23,30,44,39,29,27,21,19,34,36,25,18,18,18,20,16,14,17,18,14,14,44,23
Bordeaux - Bastide,PM10,2012-07-03,17,18,14,15,17,26,31,32,30,29,25,23,25,26,25,24,26,31,32,25,23,20,21,20,14,32,24
Bordeaux - Bastide,PM10,2012-07-04,17,14,15,13,12,12,22,21,20,19,19,22,23,29,25,21,23,21,19,15,13,14,14,12,12,29,18
Bordeaux - Bastide,PM10,2012-07-05,9,10,13,12,9,14,14,21,24,16,22,21,16,14,11,13,20,16,19,22,17,18,18,16,9,24,16
Bordeaux - Bastide,PM10,2012-07-06,14,16,15,15,17,19,27,28,29,25,18,16,16,17,16,14,15,19,18,18,18,19,21,21,14,29,19
Bordeaux - Bastide,PM10,2012-07-07,21,18,18,14,14,13,16,17,21,24,14,19,20,23,23,22,19,14,16,19,15,13,10,17,10,24,18
Bordeaux - Bastide,PM10,2012-07-08,18,19,21,14,19,18,18,17,10,11,15,18,12,15,10,9,13,12,13,13,13,14,14,17,9,21,15
Bordeaux - Bastide,PM10,2012-07-09,16,16,16,15,17,21,31,28,,,23,20,26,21,25,29,28,18,14,11,10,11,11,9,9,31,19
Bordeaux - Bastide,PM10,2012-07-10,11,12,12,14,17,26,42,46,33,25,16,12,12,16,13,15,13,12,13,10,10,11,10,10,10,46,17
Bordeaux - Bastide,PM10,2012-07-11,11,9,11,10,9,14,33,22,26,20,14,15,16,18,17,14,12,14,13,11,11,10,9,11,9,33,15
Bordeaux - Bastide,PM10,2012-07-12,10,9,9,11,12,28,44,31,22,16,17,14,14,16,12,15,15,16,14,11,10,12,11,14,9,44,16
Bordeaux - Bastide,PM10,2012-07-13,13,12,12,13,14,20,26,30,27,22,21,19,23,21,16,13,14,12,12,16,17,23,25,26,12,30,19
Bordeaux - Bastide,PM10,2012-07-14,24,24,22,21,22,24,20,23,24,20,22,20,19,16,20,28,19,18,18,18,18,22,28,25,16,28,21
Bordeaux - Bastide,PM10,2012-07-15,26,44,34,17,16,15,15,17,14,13,12,11,11,9,11,13,15,13,14,13,14,14,14,13,9,44,16
Bordeaux - Bastide,PM10,2012-07-16,13,16,16,16,18,27,40,37,27,25,21,23,24,30,28,21,22,22,22,20,14,13,12,11,11,40,22
Bordeaux - Bastide,PM10,2012-07-17,11,11,12,13,13,17,27,23,19,19,15,19,35,31,32,26,20,16,18,19,24,21,20,22,11,35,20
Bordeaux - Bastide,PM10,2012-07-18,26,27,25,28,28,36,52,56,50,34,34,35,35,31,33,31,29,25,21,18,13,13,13,11,11,56,29
Bordeaux - Bastide,PM10,2012-07-19,14,18,14,11,11,13,19,23,27,26,20,15,15,14,10,14,12,11,11,11,11,13,15,13,10,27,15
Bordeaux - Bastide,PM10,2012-07-20,15,15,15,15,17,26,36,35,35,34,34,23,28,24,26,33,21,20,16,10,10,10,9,10,9,36,22
Bordeaux - Bastide,PM10,2012-07-21,10,8,9,9,10,12,14,14,15,16,16,13,15,15,10,11,10,14,14,15,13,10,12,14,8,16,12
Bordeaux - Bastide,PM10,2012-07-22,15,16,14,14,15,15,16,18,17,17,14,17,16,18,20,15,17,16,18,17,19,18,19,19,14,20,17
Bordeaux - Bastide,PM10,2012-07-23,18,20,19,16,18,23,23,23,21,21,22,16,14,23,19,17,18,17,16,17,18,17,17,18,14,23,19
Bordeaux - Bastide,PM10,2012-07-24,16,15,14,17,19,23,41,37,50,49,25,22,27,28,28,23,23,26,22,24,29,24,24,25,14,50,26
Bordeaux - Bastide,PM10,2012-07-25,24,22,22,26,30,35,47,50,44,40,43,39,30,31,37,34,34,34,33,34,41,36,34,38,22,50,35
Bordeaux - Bastide,PM10,2012-07-26,41,40,40,42,40,52,76,79,76,66,49,44,47,44,46,47,42,44,46,47,42,39,38,46,38,79,49
Bordeaux - Bastide,PM10,2012-07-27,33,18,27,38,31,41,48,47,48,52,51,32,24,26,25,21,20,18,22,22,27,30,31,35,18,52,32
Bordeaux - Bastide,PM10,2012-07-28,39,38,37,40,41,38,38,41,44,43,41,36,34,30,27,22,20,18,21,18,21,21,20,19,18,44,31
Bordeaux - Bastide,PM10,2012-07-29,18,18,18,20,22,22,21,23,24,22,22,20,21,17,19,16,15,14,16,17,15,14,15,17,14,24,19
Bordeaux - Bastide,PM10,2012-07-30,17,18,16,15,18,28,39,39,33,23,21,19,39,20,19,19,16,21,28,24,19,16,17,17,15,39,23
Bordeaux - Bastide,PM10,2012-07-31,18,21,22,21,23,31,43,36,33,25,19,23,26,31,22,24,26,25,23,20,23,24,20,16,16,43,25
Bordeaux - Bastide,PM10,2012-08-01,17,16,21,20,19,30,41,28,22,23,24,21,20,23,26,28,22,22,19,17,16,17,19,19,16,41,22
Bordeaux - Bastide,PM10,2012-08-02,19,18,20,22,28,44,52,54,42,29,24,22,21,49,29,27,21,19,19,16,17,19,19,21,16,54,27
Bordeaux - Bastide,PM10,2012-08-03,22,22,21,21,24,29,45,39,36,24,25,23,26,23,18,24,19,20,21,17,19,19,17,18,17,45,24
Bordeaux - Bastide,PM10,2012-08-04,18,18,18,18,20,23,24,23,21,22,25,21,21,19,15,17,20,20,17,17,20,30,25,17,15,30,20
Bordeaux - Bastide,PM10,2012-08-05,16,18,11,11,12,15,17,16,17,17,18,13,12,8,7,10,8,8,17,16,16,18,13,13,7,18,14
Bordeaux - Bastide,PM10,2012-08-06,15,15,14,16,16,48,49,37,25,21,22,17,18,18,16,17,13,12,14,14,18,16,15,18,12,49,20
Bordeaux - Bastide,PM10,2012-08-07,20,18,18,16,20,26,32,28,27,25,22,22,22,19,18,19,20,17,17,19,21,20,17,16,16,32,21
Bordeaux - Bastide,PM10,2012-08-08,14,14,14,14,15,18,25,25,26,25,25,30,24,23,20,23,17,15,14,23,23,17,14,17,14,30,20
Bordeaux - Bastide,PM10,2012-08-09,13,15,16,14,17,23,30,27,26,22,21,25,23,23,29,27,18,22,24,31,74,42,23,18,13,74,25
Bordeaux - Bastide,PM10,2012-08-10,20,18,18,15,19,25,42,30,29,26,24,20,21,22,20,25,19,16,17,19,21,20,20,18,15,42,22
Bordeaux - Bastide,PM10,2012-08-11,18,19,21,19,19,26,39,32,29,28,27,35,31,31,27,31,34,28,22,14,15,14,18,17,14,39,25
Bordeaux - Bastide,PM10,2012-08-12,17,17,19,18,19,19,19,23,20,17,14,11,18,17,16,13,15,15,15,17,18,17,18,16,11,23,17
Bordeaux - Bastide,PM10,2012-08-13,16,19,16,18,21,24,39,41,29,22,19,24,25,23,32,24,20,23,22,23,17,15,15,17,15,41,23
Bordeaux - Bastide,PM10,2012-08-14,16,18,17,17,16,18,23,22,23,25,28,31,26,22,21,18,18,21,22,24,25,22,23,29,16,31,22
Bordeaux - Bastide,PM10,2012-08-15,25,23,27,32,30,30,33,29,41,22,23,19,23,24,32,30,26,21,24,19,26,30,27,27,19,41,27
Bordeaux - Bastide,PM10,2012-08-16,25,24,22,23,21,24,27,23,22,24,22,14,20,18,15,17,17,21,26,27,33,22,18,19,14,33,22
Bordeaux - Bastide,PM10,2012-08-17,16,16,15,12,13,16,17,23,21,23,21,19,22,26,24,22,25,30,48,42,33,40,31,30,12,48,24
Bordeaux - Bastide,PM10,2012-08-18,30,26,23,23,21,21,21,25,28,29,31,30,41,45,53,48,47,47,43,46,35,35,39,36,21,53,34
Bordeaux - Bastide,PM10,2012-08-19,35,35,35,27,24,25,38,35,33,33,35,38,39,42,42,40,41,28,24,24,26,25,27,24,24,42,32
Bordeaux - Bastide,PM10,2012-08-20,22,21,21,21,18,19,22,27,34,33,28,31,31,32,39,41,38,35,36,27,19,20,20,19,18,41,27
Bordeaux - Bastide,PM10,2012-08-21,18,18,18,19,21,26,37,45,47,38,36,36,37,38,33,33,31,26,19,16,15,15,15,16,15,47,27
Bordeaux - Bastide,PM10,2012-08-22,17,17,18,18,17,19,26,27,28,28,34,28,32,25,28,28,24,23,21,21,23,21,19,17,17,34,23
Bordeaux - Bastide,PM10,2012-08-23,15,16,12,13,15,18,20,20,28,33,45,37,36,33,34,37,36,29,28,30,23,22,22,23,12,45,26
Bordeaux - Bastide,PM10,2012-08-24,21,23,19,15,16,25,30,37,37,26,23,21,21,21,22,23,14,16,18,18,19,21,22,20,14,37,22
Bordeaux - Bastide,PM10,2012-08-25,17,15,17,15,14,14,15,13,17,13,11,17,17,11,14,18,20,18,18,18,18,22,23,19,11,23,16
Bordeaux - Bastide,PM10,2012-08-26,17,17,19,20,18,19,18,20,19,19,16,17,14,20,19,19,18,17,19,20,14,14,12,14,12,20,17
Bordeaux - Bastide,PM10,2012-08-27,12,13,12,11,14,40,22,23,22,22,22,17,26,26,25,24,23,23,23,25,22,21,19,19,11,40,21
Bordeaux - Bastide,PM10,2012-08-28,17,18,19,17,19,27,38,36,34,26,15,20,26,33,27,17,14,17,17,16,14,17,19,19,14,38,22
Bordeaux - Bastide,PM10,2012-08-29,16,18,16,18,20,21,40,27,36,32,27,24,27,32,33,24,19,20,20,21,21,22,19,19,16,40,24
Bordeaux - Bastide,PM10,2012-08-30,22,22,22,21,19,26,38,37,25,24,33,32,30,26,31,27,29,21,22,20,20,18,18,17,17,38,25
Bordeaux - Bastide,PM10,2012-08-31,19,21,20,19,19,19,28,38,32,51,35,27,26,32,21,15,18,19,23,22,18,20,20,20,15,51,24
Bordeaux - Bastide,PM10,2012-09-01,20,18,17,15,16,17,19,19,19,23,24,22,23,21,19,24,18,20,15,19,21,23,22,21,15,24,20
Bordeaux - Bastide,PM10,2012-09-02,21,19,18,19,18,18,19,16,17,23,27,22,22,22,17,17,17,16,17,17,18,19,19,18,16,27,19
Bordeaux - Bastide,PM10,2012-09-03,17,19,18,18,19,24,43,38,27,31,27,25,32,34,30,26,27,27,25,22,21,20,27,20,17,43,26
Bordeaux - Bastide,PM10,2012-09-04,17,16,13,13,13,17,33,31,31,29,31,33,33,25,25,27,26,29,29,31,31,32,32,30,13,33,26
Bordeaux - Bastide,PM10,2012-09-05,29,28,27,26,27,36,60,51,52,55,51,42,46,40,33,40,37,29,27,29,31,30,30,30,26,60,37
Bordeaux - Bastide,PM10,2012-09-06,29,28,28,31,30,31,54,46,33,29,34,31,36,35,33,45,28,28,29,36,30,29,26,25,25,54,33
Bordeaux - Bastide,PM10,2012-09-07,24,24,29,25,28,287,149,47,34,35,40,35,36,36,30,25,33,27,35,53,47,39,32,37,24,287,49
Bordeaux - Bastide,PM10,2012-09-08,41,36,28,27,29,35,36,35,37,33,36,29,31,23,30,29,32,29,34,55,47,42,58,35,23,58,35
Bordeaux - Bastide,PM10,2012-09-09,28,27,26,29,33,37,42,42,42,36,36,32,29,26,28,27,32,40,35,36,35,34,38,40,26,42,34
Bordeaux - Bastide,PM10,2012-09-10,39,39,37,39,44,54,68,61,57,49,49,47,51,57,62,59,51,52,46,39,35,33,32,32,32,68,47
Bordeaux - Bastide,PM10,2012-09-11,30,31,30,28,26,25,35,42,63,,,30,35,39,57,43,30,29,26,23,17,14,11,11,11,63,31
Bordeaux - Bastide,PM10,2012-09-12,12,12,14,13,16,15,19,24,31,42,43,33,37,34,41,28,20,30,15,11,10,11,10,9,9,43,22
Bordeaux - Bastide,PM10,2012-09-13,7,8,10,10,7,9,12,15,13,17,15,14,19,29,30,20,15,14,18,19,20,21,21,18,7,30,16
Bordeaux - Bastide,PM10,2012-09-14,18,18,19,21,24,31,34,36,45,46,38,25,25,25,22,24,20,21,18,13,9,9,11,10,9,46,23
Bordeaux - Bastide,PM10,2012-09-15,10,9,8,8,9,10,10,13,10,8,8,9,10,13,13,13,14,16,24,35,31,25,15,14,8,35,14
Bordeaux - Bastide,PM10,2012-09-16,14,15,15,15,16,19,21,21,17,17,15,15,15,18,14,13,14,13,17,22,21,24,18,18,13,24,17
Bordeaux - Bastide,PM10,2012-09-17,15,18,16,14,15,18,35,42,40,31,36,31,33,37,31,38,26,21,19,16,16,18,21,20,14,42,25
Bordeaux - Bastide,PM10,2012-09-18,22,21,20,19,25,34,45,45,33,26,25,22,21,24,24,20,18,15,16,13,13,11,11,10,10,45,22
Bordeaux - Bastide,PM10,2012-09-19,13,14,14,13,14,16,19,21,26,21,24,18,19,25,26,20,14,16,19,19,19,22,19,15,13,26,19
Bordeaux - Bastide,PM10,2012-09-20,15,20,16,15,14,18,25,26,25,25,22,22,24,17,18,22,23,22,23,23,18,15,14,15,14,26,20
Bordeaux - Bastide,PM10,2012-09-21,15,17,17,15,16,25,33,39,37,34,32,29,31,30,30,30,31,38,48,40,31,28,26,21,15,48,29
Bordeaux - Bastide,PM10,2012-09-22,21,20,20,23,27,28,31,36,46,47,38,31,31,30,36,39,35,34,34,32,31,28,27,25,20,47,31
Bordeaux - Bastide,PM10,2012-09-23,24,23,21,20,19,20,19,20,23,23,25,27,25,29,31,29,30,31,32,19,16,17,18,18,16,32,23
Bordeaux - Bastide,PM10,2012-09-24,19,24,17,14,17,19,22,27,25,23,25,32,27,22,19,18,18,20,25,30,30,27,24,24,14,32,23
Bordeaux - Bastide,PM10,2012-09-25,23,21,21,22,21,16,14,20,21,22,17,16,14,13,18,14,6,10,9,15,8,6,6,4,4,23,15
Bordeaux - Bastide,PM10,2012-09-26,6,10,10,10,11,12,12,12,12,17,22,22,22,17,15,15,14,14,15,14,13,14,14,16,6,22,14
Bordeaux - Bastide,PM10,2012-09-27,16,15,16,16,17,21,30,30,33,31,19,17,18,18,20,16,19,20,20,43,25,22,23,26,15,43,22
Bordeaux - Bastide,PM10,2012-09-28,24,21,18,18,18,21,26,28,25,23,23,23,22,18,17,18,17,16,21,17,17,18,28,29,16,29,21
Bordeaux - Bastide,PM10,2012-09-29,22,18,18,16,16,17,18,23,23,28,23,19,17,12,13,13,14,13,19,22,15,19,17,14,12,28,18
Bordeaux - Bastide,PM10,2012-09-30,14,14,15,14,14,14,13,12,14,15,16,15,14,13,12,11,11,14,18,20,22,18,14,12,11,22,15
Bordeaux - Bastide,PM10,2012-10-01,16,17,15,17,24,36,55,61,67,43,25,18,16,18,17,16,15,13,13,13,30,35,24,23,13,67,26
Bordeaux - Bastide,PM10,2012-10-02,18,16,17,16,17,23,34,39,38,51,55,50,41,35,36,29,25,22,13,14,20,18,16,19,13,55,28
Bordeaux - Bastide,PM10,2012-10-03,18,20,19,19,20,29,32,31,29,31,31,25,21,16,12,12,14,16,22,43,40,27,25,24,12,43,24
Bordeaux - Bastide,PM10,2012-10-04,24,23,21,24,25,31,40,40,43,30,27,24,24,22,19,22,24,22,28,35,41,43,38,35,19,43,29
Bordeaux - Bastide,PM10,2012-10-05,32,28,25,26,29,43,68,77,66,49,46,33,35,33,33,32,30,43,56,83,79,53,43,42,25,83,45
Bordeaux - Bastide,PM10,2012-10-06,38,35,30,31,32,31,29,31,33,31,26,27,29,28,30,41,55,62,70,57,51,32,28,18,18,70,36
Bordeaux - Bastide,PM10,2012-10-07,18,17,15,15,12,9,8,8,9,14,13,10,12,13,15,12,14,11,11,11,11,9,12,14,8,18,12
Bordeaux - Bastide,PM10,2012-10-08,11,10,10,11,9,22,32,26,26,29,24,26,26,,,19,20,14,14,10,12,12,15,15,9,32,18
Bordeaux - Bastide,PM10,2012-10-09,13,9,7,8,13,14,17,16,16,17,20,19,13,14,17,18,17,14,18,31,41,37,34,29,7,41,19
Bordeaux - Bastide,PM10,2012-10-10,25,21,23,23,20,26,41,52,41,44,52,40,29,25,25,25,37,44,34,31,28,24,17,16,16,52,31
Bordeaux - Bastide,PM10,2012-10-11,18,20,21,18,19,27,35,43,48,44,27,19,14,13,15,17,15,14,13,14,16,14,14,12,12,48,21
Bordeaux - Bastide,PM10,2012-10-12,13,12,11,14,13,15,21,26,29,24,24,19,17,15,17,15,16,16,19,34,43,45,37,31,11,45,22
Bordeaux - Bastide,PM10,2012-10-13,26,23,21,20,21,19,20,22,23,22,23,22,21,16,15,17,18,25,38,37,34,27,23,22,15,38,23
Bordeaux - Bastide,PM10,2012-10-14,19,16,16,16,17,19,18,17,21,22,17,10,15,14,15,15,14,16,18,18,15,13,15,17,10,22,16
Bordeaux - Bastide,PM10,2012-10-15,19,15,12,13,21,35,40,41,46,45,37,19,18,16,14,15,11,14,36,42,28,21,16,14,11,46,25
Bordeaux - Bastide,PM10,2012-10-16,14,15,20,16,14,15,18,19,22,25,26,23,20,21,26,32,31,33,31,31,28,22,18,16,14,33,22
Bordeaux - Bastide,PM10,2012-10-17,15,14,14,16,15,18,20,24,24,30,31,29,25,28,31,36,48,42,34,33,32,34,28,24,14,48,27
Bordeaux - Bastide,PM10,2012-10-18,22,21,26,28,30,48,53,60,40,29,30,29,31,39,39,26,24,28,33,44,38,36,32,28,21,60,34
Bordeaux - Bastide,PM10,2012-10-19,33,33,30,29,30,35,41,35,24,24,25,27,22,17,16,15,11,12,16,14,21,28,25,20,11,41,24
Bordeaux - Bastide,PM10,2012-10-20,22,18,15,15,12,11,18,17,18,19,17,15,16,13,10,12,12,12,16,9,8,6,6,8,6,22,14
Bordeaux - Bastide,PM10,2012-10-21,8,10,10,10,9,7,6,9,12,13,15,13,14,18,21,28,21,23,26,22,19,14,14,11,6,28,15
Bordeaux - Bastide,PM10,2012-10-22,7,8,10,12,15,18,27,28,28,23,22,22,24,29,17,17,17,17,24,32,26,25,27,27,7,32,21
Bordeaux - Bastide,PM10,2012-10-23,25,22,20,23,16,14,16,23,42,39,28,25,26,29,29,27,27,36,67,88,71,39,27,23,14,88,33
Bordeaux - Bastide,PM10,2012-10-24,23,21,22,22,25,33,32,37,39,31,39,36,35,34,34,34,43,52,58,41,29,29,29,27,21,58,34
Bordeaux - Bastide,PM10,2012-10-25,29,30,34,33,30,31,43,43,39,36,34,32,38,34,32,36,40,37,37,38,38,34,31,31,29,43,35
Bordeaux - Bastide,PM10,2012-10-26,33,34,31,29,29,36,32,34,37,38,42,34,34,39,33,30,31,31,28,26,25,26,30,34,25,42,32
Bordeaux - Bastide,PM10,2012-10-27,30,22,18,21,23,26,19,14,13,13,14,13,12,12,7,7,8,15,27,27,21,21,17,20,7,30,18
Bordeaux - Bastide,PM10,2012-10-28,17,16,14,12,13,14,14,13,10,13,14,16,11,10,10,11,21,31,35,48,68,79,70,64,10,79,26
Bordeaux - Bastide,PM10,2012-10-29,51,45,42,38,32,26,29,37,35,40,41,27,23,24,30,30,36,36,40,46,39,37,32,27,23,51,35
Bordeaux - Bastide,PM10,2012-10-30,28,30,28,28,29,37,42,45,47,44,45,37,30,26,27,28,31,41,57,52,47,45,45,42,26,57,38
Bordeaux - Bastide,PM10,2012-10-31,41,42,43,36,38,39,44,67,69,55,55,53,44,43,45,33,21,47,77,68,54,44,38,32,21,77,47
Bordeaux - Bastide,PM10,2012-11-01,28,23,21,22,18,13,15,14,13,16,19,14,18,16,14,14,15,22,24,31,32,33,30,23,13,33,20
Bordeaux - Bastide,PM10,2012-11-02,16,15,14,12,10,10,12,14,15,17,21,25,24,22,17,19,15,21,33,31,30,29,24,24,10,33,20
Bordeaux - Bastide,PM10,2012-11-03,22,19,14,13,12,13,13,16,17,21,21,22,21,20,20,21,21,20,9,8,9,12,15,12,8,22,16
Bordeaux - Bastide,PM10,2012-11-04,8,11,9,11,13,17,14,18,20,19,22,18,18,20,23,21,19,22,28,42,44,35,25,18,8,44,21
Bordeaux - Bastide,PM10,2012-11-05,12,12,12,12,10,11,17,16,25,26,24,17,11,15,19,20,21,21,23,22,27,26,18,17,10,27,18
Bordeaux - Bastide,PM10,2012-11-06,12,14,14,11,10,12,10,12,11,16,19,17,15,23,19,20,17,26,55,102,129,102,69,84,10,129,34
Bordeaux - Bastide,PM10,2012-11-07,76,67,76,43,46,46,53,61,67,74,83,58,28,25,23,31,45,75,113,127,140,95,58,50,23,140,65
Bordeaux - Bastide,PM10,2012-11-08,45,34,29,27,28,31,31,32,34,34,33,39,38,31,,,50,57,53,50,54,46,40,35,27,57,39
Bordeaux - Bastide,PM10,2012-11-09,39,45,33,27,30,27,35,42,42,34,35,35,31,30,37,39,48,57,48,47,46,47,35,32,27,57,38
Bordeaux - Bastide,PM10,2012-11-10,30,23,22,23,22,17,18,22,17,20,21,17,14,10,10,14,20,22,16,24,28,29,24,19,10,30,20
Bordeaux - Bastide,PM10,2012-11-11,21,20,16,15,15,18,12,15,21,20,24,18,14,15,11,9,10,19,35,55,47,44,46,59,9,59,24
Bordeaux - Bastide,PM10,2012-11-12,57,44,38,38,36,35,41,53,62,59,67,54,33,31,36,21,28,90,143,147,110,73,74,80,21,147,60
Bordeaux - Bastide,PM10,2012-11-13,74,72,65,58,56,53,69,85,74,59,47,23,23,24,33,28,31,67,97,76,69,64,52,39,23,97,56
Bordeaux - Bastide,PM10,2012-11-14,33,27,27,23,27,29,31,49,63,60,80,71,44,38,42,44,62,130,132,86,86,76,54,47,23,132,57
Bordeaux - Bastide,PM10,2012-11-15,35,31,44,30,26,30,43,49,49,45,47,41,35,39,41,43,45,48,64,105,126,128,106,103,26,128,56
Bordeaux - Bastide,PM10,2012-11-16,91,71,62,58,61,68,68,80,85,68,59,49,43,41,42,44,45,47,49,47,42,28,26,30,26,91,54
Bordeaux - Bastide,PM10,2012-11-17,28,27,25,23,25,29,33,38,36,37,34,35,36,38,42,49,64,75,106,84,88,50,60,52,23,106,46
Bordeaux - Bastide,PM10,2012-11-18,62,54,39,36,32,32,33,38,42,39,41,40,38,39,41,41,34,31,35,31,20,17,16,14,14,62,35
Bordeaux - Bastide,PM10,2012-11-19,13,12,11,11,11,11,20,28,32,32,31,30,22,23,23,28,57,103,128,157,136,93,50,59,11,157,47
Bordeaux - Bastide,PM10,2012-11-20,60,48,43,43,38,36,49,63,68,72,73,62,39,40,42,54,57,50,46,47,43,45,38,30,30,73,49
Bordeaux - Bastide,PM10,2012-11-21,27,22,24,23,22,26,33,22,20,21,26,17,23,22,23,22,23,36,76,63,75,70,45,39,17,76,33
Bordeaux - Bastide,PM10,2012-11-22,33,33,34,29,29,32,35,40,43,52,49,58,45,40,31,45,57,53,44,39,34,32,27,25,25,58,39
Bordeaux - Bastide,PM10,2012-11-23,23,25,23,26,29,27,32,43,48,55,48,56,44,48,46,53,71,66,63,58,48,48,42,44,23,71,44
Bordeaux - Bastide,PM10,2012-11-24,37,30,29,28,24,29,31,33,32,35,32,39,50,37,33,36,56,49,52,58,62,36,33,31,24,62,38
Bordeaux - Bastide,PM10,2012-11-25,38,37,30,30,28,37,36,36,38,61,54,53,37,48,66,46,66,74,65,54,46,32,25,24,24,74,44
Bordeaux - Bastide,PM10,2012-11-26,24,22,22,21,24,24,26,31,38,37,40,41,34,20,23,12,13,10,12,19,22,17,19,24,10,41,24
Bordeaux - Bastide,PM10,2012-11-27,20,14,16,12,11,13,15,24,26,26,24,21,13,14,11,15,15,20,58,91,82,85,100,83,11,100,34
Bordeaux - Bastide,PM10,2012-11-28,71,49,31,22,23,24,25,30,31,31,25,19,22,21,17,16,16,14,18,23,35,22,19,14,14,71,26
Bordeaux - Bastide,PM10,2012-11-29,13,15,14,13,15,16,17,18,22,23,25,26,19,25,30,25,23,31,43,65,111,68,86,99,13,111,35
Bordeaux - Bastide,PM10,2012-11-30,94,63,56,52,52,59,63,114,132,83,48,44,39,33,32,38,36,41,79,69,57,70,54,35,32,132,60
Bordeaux - Bastide,PM10,2012-12-01,39,30,27,27,28,29,29,30,32,39,34,29,30,30,23,24,23,46,73,68,87,75,63,50,23,87,40
Bordeaux - Bastide,PM10,2012-12-02,67,83,63,40,33,28,24,23,22,25,30,26,27,36,33,34,26,24,34,26,43,48,33,34,22,83,36
Bordeaux - Bastide,PM10,2012-12-03,27,10,10,12,16,17,18,19,27,26,28,24,20,19,21,21,25,28,31,25,22,22,22,14,10,31,21
