NB_PRESTATATION,ANNEE,COMMUNE
20,2012,Commune Loupiac
8,2012,Commune Loupiac de la Réole
,2012,Commune Lucmau
47,2012,Commune Ludon Médoc
,2012,Commune Lugaignac
,2012,Commune Lugasson
6,2012,Commune Lugon et l Ile du Carney
7,2012,Commune Lugos
18,2012,Commune Lussac
110,2012,Commune Lège Cap Ferret
92,2012,Commune Léognan
69,2012,Commune Macau
,2012,Commune Madirac
26,2012,Commune Maransin
,2012,Commune Marcenais
53,2012,Commune Marcheprime 
42,2012,Commune Marcillac
35,2012,Commune Margaux
,2012,Commune Margueron
,2012,Commune Marimbault
,2012,Commune Marions
17,2012,Commune Marsas
45,2012,Commune Martignas sur Jalles
18,2012,Commune Martillac
,2012,Commune Martres
,2012,Commune Massugas
,2012,Commune Mauriac
7,2012,Commune Mazion
9,2012,Commune Mazères
7,2012,Commune Mesterrieux
88,2012,Commune Mios
,2012,Commune Mombrier
27,2012,Commune Mongauzy
6,2012,Commune Monprimblanc
39,2012,Commune Monségur
27,2012,Commune Montagne
,2012,Commune Montagoudin
42,2012,Commune Montussan
9,2012,Commune Morizès
,2012,Commune Mouillac
13,2012,Commune Mouliets et Villemartin
22,2012,Commune Moulis en Médoc
15,2012,Commune Moulon
10,2012,Commune Mourens
1287,2012,Commune Mérignac
,2012,Commune Mérignas
23,2012,Commune Naujac sur Mer
6,2012,Commune Naujan et Postiac
,2012,Commune Neuffons
8,2012,Commune Noaillac
25,2012,Commune Noaillan
15,2012,Commune Néac
17,2012,Commune Nérigean
,2012,Commune Omet
7,2012,Commune Ordonnac
,2012,Commune Origne
21,2012,Commune Paillet
85,2012,Commune Parempuyre
168,2012,Commune Pauillac
28,2012,Commune Pellegrue
1202,2012,Commune Pessac
15,2012,Commune Pessac sur Dordogne
15,2012,Commune Petit Palais et Cornemps
21,2012,Commune Peujard
127,2012,Commune Pineuilh
18,2012,Commune Plassac
7,2012,Commune Pleine Selve
49,2012,Commune Podensac
17,2012,Commune Pomerol
15,2012,Commune Pompignac
,2012,Commune Pompéjac
,2012,Commune Pondaurat
8,2012,Commune Porchères
27,2012,Commune Portets
93,2012,Commune Preignac
,2012,Commune Prignac en Médoc
25,2012,Commune Prignac et Marcamps
17,2012,Commune Préchac
33,2012,Commune Pugnac
9,2012,Commune Puisseguin
19,2012,Commune Pujols
8,2012,Commune Pujols sur Ciron
13,2012,Commune Puybarban
8,2012,Commune Puynormand
8,2012,Commune Périssac
41,2012,Commune Queyrac 
17,2012,Commune Quinsac
23,2012,Commune Rauzan
46,2012,Commune Reignac
7,2012,Commune Rimons
6,2012,Commune Riocaud
27,2012,Commune Rions
13,2012,Commune Roaillan
17,2012,Commune Romagne
,2012,Commune Roquebrune
13,2012,Commune Ruch
43,2012,Commune Sablons
44,2012,Commune Sadirac
,2012,Commune Saillans
,2012,Commune Salaunes
25,2012,Commune Salignac
18,2012,Commune Salleboeuf
57,2012,Commune Salles
11,2012,Commune Samonac
11,2012,Commune Saucats
11,2012,Commune Saugon
,2012,Commune Saumos
7,2012,Commune Sauternes
41,2012,Commune Sauveterre de Guyenne
,2012,Commune Sauviac
,2012,Commune Savignac
10,2012,Commune Savignac de l Isle
,2012,Commune Semens
6,2012,Commune Sendets
,2012,Commune Sigalens
,2012,Commune Sillas
61,2012,Commune Soulac sur Mer
,2012,Commune Soulignac
,2012,Commune Soussac
30,2012,Commune Soussans
,2012,Commune St Aignan
20,2012,Commune St Androny
211,2012,Commune St André de Cubzac
,2012,Commune St André du Bois
16,2012,Commune St André et Appelles
10,2012,Commune St Antoine
19,2012,Commune St Antoine sur l Isle
15,2012,Commune St Aubin de Blaye
,2012,Commune St Aubin de Branne
47,2012,Commune St Aubin de Médoc
61,2012,Commune St Avit St Nazaire
,2012,Commune St Brice
15,2012,Commune St Caprais de Blaye
35,2012,Commune St Caprais de Bordeaux
9,2012,Commune St Christoly Médoc
109,2012,Commune St Christoly de Blaye
13,2012,Commune St Christophe de Double
8,2012,Commune St Christophe des Bardes
,2012,Commune St Cibard
69,2012,Commune St Ciers d Abzac
18,2012,Commune St Ciers de Canesse
108,2012,Commune St Ciers sur Gironde
,2012,Commune St Come
175,2012,Commune St Denis de Pile
19,2012,Commune St Emilion
34,2012,Commune St Estèphe
,2012,Commune St Etienne de Lisse
,2012,Commune St Exupéry
6,2012,Commune St Felix de Foncaude
11,2012,Commune St Ferme
,2012,Commune St Genis du Bois
10,2012,Commune St Genès de Blaye
,2012,Commune St Genès de Castillon
9,2012,Commune St Genès de Fronsac
,2012,Commune St Genès de Lombaud
19,2012,Commune St Germain d Esteuil
,2012,Commune St Germain de Grave
9,2012,Commune St Germain de la Rivière
26,2012,Commune St Germain du Puch
20,2012,Commune St Gervais
18,2012,Commune St Girons d'Aiguevives
,2012,Commune St Hilaire de la Noaille
,2012,Commune St Hilaire du Bois
,2012,Commune St Hippolyte
44,2012,Commune St Jean d Illac
8,2012,Commune St Jean de Blaignac
17,2012,Commune St Julien Beychevelle 
11,2012,Commune St Laurent d Arce
,2012,Commune St Laurent des Combes 
,2012,Commune St Laurent du Bois
58,2012,Commune St Laurent du Médoc
,2012,Commune St Laurent du Plan
10,2012,Commune St Loubert
112,2012,Commune St Loubès
50,2012,Commune St Louis de Montferrand
7,2012,Commune St Léger de Balson
,2012,Commune St Léon
52,2012,Commune St Macaire
7,2012,Commune St Magne
48,2012,Commune St Magne de Castillon
33,2012,Commune St Maixant
36,2012,Commune St Mariens
9,2012,Commune St Martial
30,2012,Commune St Martin Lacaussade
7,2012,Commune St Martin de Laye
,2012,Commune St Martin de Lerm
,2012,Commune St Martin de Sescas
20,2012,Commune St Martin du Bois
,2012,Commune St Martin du Puy
7,2012,Commune St Michel de Castelnau
,2012,Commune St Michel de Fronsac
,2012,Commune St Michel de Lapujade
8,2012,Commune St Michel de Rieufret
6,2012,Commune St Morillon
19,2012,Commune St Médard d Eyrans
89,2012,Commune St Médard de Guizières
296,2012,Commune St Médard en Jalles
,2012,Commune St Palais
20,2012,Commune St Pardon de Conques
20,2012,Commune St Paul
,2012,Commune St Pey d Armens
11,2012,Commune St Pey de Castets
12,2012,Commune St Philippe d Aiguille
,2012,Commune St Philippe du Seignal
24,2012,Commune St Pierre d Aurillac
,2012,Commune St Pierre de Bat
43,2012,Commune St Pierre de Mons
24,2012,Commune St Quentin de Baron
,2012,Commune St Quentin de Caplong
15,2012,Commune St Romain la Virvée
26,2012,Commune St Sauveur
,2012,Commune St Sauveur de Puynormand
56,2012,Commune St Savin
7,2012,Commune St Selve
7,2012,Commune St Seurin de Bourg
18,2012,Commune St Seurin de Cadourne
20,2012,Commune St Seurin de Cursac
111,2012,Commune St Seurin sur l'Isle
,2012,Commune St Seve
19,2012,Commune St Sulpice de Faleyrens
,2012,Commune St Sulpice de Guilleragues
,2012,Commune St Sulpice de Pommiers
43,2012,Commune St Sulpice et Cameyrac
36,2012,Commune St Symphorien
10,2012,Commune St Trojan
30,2012,Commune St Vincent de Paul
10,2012,Commune St Vincent de Pertignas
,2012,Commune St Vivien de Blaye
6,2012,Commune St Vivien de Monségur
40,2012,Commune St Vivien de Médoc
82,2012,Commune St Yzan de Soudiac
7,2012,Commune St Yzans de Médoc
8,2012,Commune Ste Colombe
29,2012,Commune Ste Croix du Mont
170,2012,Commune Ste Eulalie
,2012,Commune Ste Florence
215,2012,Commune Ste Foy la Grande
,2012,Commune Ste Foy la Longue
,2012,Commune Ste Gemme
33,2012,Commune Ste Hélène
8,2012,Commune Ste Radegonde
35,2012,Commune Ste Terre
13,2012,Commune Tabanac
9,2012,Commune Taillecavat
15,2012,Commune Talais
1929,2012,Commune Talence
32,2012,Commune Targon
,2012,Commune Tarnes
28,2012,Commune Tauriac
,2012,Commune Tayac
11,2012,Commune Teuillac
,2012,Commune Tizac de Curton
,2012,Commune Tizac de Lapouyade
99,2012,Commune Toulenne
29,2012,Commune Tresses
15,2012,Commune Uzeste
14,2012,Commune Valeyrac
42,2012,Commune Vayres
67,2012,Commune Vendays Montalivet
24,2012,Commune Vensac
10,2012,Commune Verac
28,2012,Commune Verdelais
17,2012,Commune Vertheuil
7,2012,Commune Vignonet
33,2012,Commune Villandraut
11,2012,Commune Villegouge
487,2012,Commune Villenave d Ornon
,2012,Commune Villenave de Rions
11,2012,Commune Villeneuve
11,2012,Commune Virelade
33,2012,Commune Virsac
37,2012,Commune Yvrac
