COMMUNE_EQUIPEMENT,CODE_EQUIPEMENT_PERE,EQUIPEMENT_PERE,CODE_EQUIPEMENT,EQUIPEMENT,CD_TYPE_EQUIPEMENT,TYPE_EQUIPEMENT,DATE_MAJ_EQUIPEMENT,ACTIVITE_PRATIQUE,NUM_DE_RUE,ADRESSE,CODE_POSTAL,GESTIONNAIRE,PROPRIETAIRE,ACCES_PMR,NATURE_DU_SOL,TYPE_ECLAIRAGE,LONGUEUR,LARGEUR,HAUTEUR,PROFONDEUR_MIN,PROFONDEUR_MAX,NB_VEST_ARBITRES_EQUIPEMENT,NB_DOUCHES_EQUIPEMENT,NB_PLACE_TRIBUNE_EQUIPEMENT,NB_TRIBUNES_EQUIPEMENT,NB_VEST_JEUNES_EQUIPEMENT,CAPACITE_DEBOUT_EQUIPEMENT,CAPACITE_TOTAL_EQUIPEMENT,NB_UNITE_EQUIPEMENT,UNITES_EQUIPEMENT,LONGITUDE,LATITUDE
VILLENAVE D ORNON                     ,8286,Complexe P. Brossolette,5020,Salle de musculation ,112,"Salle de musculation (et salle d'haltérophilie)",18-09-2009,,,"RUE CARNOT",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Synthétique","Entrainement",30,15,5,,,,1,,,3,,,,,-0.5840038,44.760662
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",5019,Salle de musculation ,112,"Salle de musculation (et salle d'haltérophilie)",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Synthétique","Entrainement",8,6,3,,,,,,,,,,,,-0.5875993,44.755978
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",5012,Salle de sport ,101,"Salle de sport / Gymnase/Salle Omnisports",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Béton","Entrainement",36,15,5,,,,,,,,,,,,-0.5869615,44.75586
VILLENAVE D ORNON                     ,8286,Complexe P. Brossolette,5010,Gymnase Brossolette,101,"Salle de sport / Gymnase/Salle Omnisports",18-09-2009,,,"RUE CARNOT",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Synthétique","Entrainement",41,20,8,,,,4,,,4,,,,,-0.5841154,44.76038
VILLENAVE D ORNON                     ,8281,Salle Nelson Paillou,5011,Gymnase Nelson Paillou,101,"Salle de sport / Gymnase/Salle Omnisports",18-09-2009,,,"RUE DU COMANDANT MOOS",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Synthétique","Compétition",44,27,8,,,,5,450,1,5,,,,,-0.56682116,44.780342
VILLENAVE D ORNON                     ,,,7178,Salle  de tennis de table Georges Mandel,108,"Salle de tennis de table",18-09-2009,,,"RUE THIERS",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Ciment","Entrainement",29,22,3,,,,,,,,,,,,-0.580811,44.765812
VILLENAVE D ORNON                     ,8282,Salle polyvalente du bourg,5014,Salle polyvalente,500,"Salle polyvalente (sport+socioculturelle)",18-09-2009,,,"AVENUE DU MARÉCHAL FOCH",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Ciment","Entrainement",21,16,5,,,,,,,,,,,,-0.54438597,44.769455
VILLENAVE D ORNON                     ,8283,Collège Chambéry,5004,Sautoir en longueur,814,"Sautoir en longueur et X3 sauts",23-07-2009,,,"ROUTE DE LÉOGNAN",33140,Département,Département,,"Sable","Non éclairé",35,7,,,,,,,,,,,,,-0.58423537,44.755417
VILLENAVE D ORNON                     ,8284,Stade Trigan,5000,sautoir en longueur,814,"Sautoir en longueur et X3 sauts",18-09-2009,,,"CHEMIN DE COUHINS",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Cendrée","Non éclairé",40,5,,,,,,,,,,,,,-0.56527394,44.760014
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",5029,Squash,106,"Squash",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Parquet","Entrainement",15,6,5,,,,,,,,,,,,-0.58714294,44.754494
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",7370,Tennis couvert n°3,103,"Tennis couvert",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Terre battue","Entrainement",36,18,12,,,,,,,,,,,,-0.586929,44.754753
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",5015,Tennis couvert n°1,103,"Tennis couvert",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Terre battue","Entrainement",36,18,12,,,2,2,,,2,,,,,-0.5870621,44.754642
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",7369,Tennis couvert n°2,103,"Tennis couvert",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Terre battue","Entrainement",36,18,12,,,,,,,,,,,,-0.5871089,44.75481
VILLENAVE D ORNON                     ,,,4985,Stade A.Baron,200,"Terrain de football",18-09-2009,,,"RUE RAYMOND POINCARÉ",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Pelouse","Entrainement",100,60,,,,1,,,,2,,,,,-0.5699871,44.763687
VILLENAVE D ORNON                     ,7884,Domaine de la Junca,4987,Terrain de football honneur,200,"Terrain de football",18-09-2009,,,"CHEMIN DE CADAUJAC",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Pelouse","Entrainement",105,68,,,,,,300,1,,,,,,-0.5427717,44.7646
VILLENAVE D ORNON                     ,7884,Domaine de la Junca,7176,Terrain de football synthétique ,200,"Terrain de football",18-09-2009,,,"CHEMIN DE CADAUJAC",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Synthétique","Entrainement",105,68,,,,,,,,,,,,,-0.54304737,44.765537
VILLENAVE D ORNON                     ,7884,Domaine de la Junca,9973,Terrain de football annexe 2,200,"Terrain de football",18-09-2009,,,"CHEMIN DE CADAUJAC",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Pelouse","Non éclairé",105,68,,,,,,,,,,,,,,
VILLENAVE D ORNON                     ,8285,Stade Wangermez,4986,Terrain de football honneur,200,"Terrain de football",18-09-2009,,,"AVENUE MARÉCHAL DE LATTRE DE TASSIGNY",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Pelouse","Entrainement",103,64,,,,,3,,,3,,,,,-0.55300915,44.777653
VILLENAVE D ORNON                     ,8285,Stade Wangermez,4990,Petit Terrain de football annexe,200,"Terrain de football",18-09-2009,,,"AVENUE MARÉCHAL DE LATTRE DE TASSIGNY",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Pelouse","Non éclairé",54,40,,,,,3,,,3,,,,,-0.55180913,44.778393
VILLENAVE D ORNON                     ,8286,Complexe P. Brossolette,4984,Terrain de football honneur,200,"Terrain de football",18-09-2009,,,"RUE CARNOT",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Gazon","Non éclairé",100,65,,,,,4,400,1,4,,,,,-0.58479965,44.761387
VILLENAVE D ORNON                     ,8286,Complexe P. Brossolette,7175,Terrain de football stabilisé,200,"Terrain de football",18-09-2009,,,"RUE CARNOT",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Sol stabilisé (cendré ou gravé)","Entrainement",98,58,,,,,,,,,,,,,-0.5851228,44.760803
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",4982,Terrain de football honneur,200,"Terrain de football",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Gazon","Entrainement",105,67,,,,,3,300,1,3,,,,,-0.58909404,44.755093
VILLENAVE D ORNON                     ,7884,Domaine de la Junca,7177,Terrain de football annexe 1,200,"Terrain de football",18-09-2009,,,"CHEMIN DE CADAUJAC",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Pelouse","Non éclairé",105,68,,,,,,,,,,,,,-0.541774,44.76485
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",4983,Terrain de football annexe,200,"Terrain de football",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Gazon","Entrainement",113,66,,,,,,,,,,,,,-0.5882166,44.75498
VILLENAVE D ORNON                     ,8284,Stade Trigan,4988,Terrain de rugby honneur,216,"Terrain de rugby",18-09-2009,,,"CHEMIN DE COUHINS",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Pelouse","Entrainement",109,58,,,,,5,,,5,,,,,-0.5651177,44.761143
VILLENAVE D ORNON                     ,8284,Stade Trigan,4989,Terrain de rugby annexe,216,"Terrain de rugby",18-09-2009,,,"CHEMIN DE COUHINS",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Pelouse","Entrainement",116,66,,,,,,,,,,,,,-0.5651435,44.76042
VILLENAVE D ORNON                     ,,,7883,Groupe scolaire J. Curie,20,"Terrain de sport et plaine de jeux",,,,"AV DU MARÉCHAL FOCH",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,,,,,,,,,,,,,,,,,,
VILLENAVE D ORNON                     ,,,7884,Domaine de la Junca,20,"Terrain de sport et plaine de jeux",,,,"CHEMIN DE CADAUJAC",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,,,,,,,,,,,,,,,,,,
VILLENAVE D ORNON                     ,,,8284,Stade Trigan,20,"Terrain de sport et plaine de jeux",,,,"CHEMIN DE COUHINS",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,,,,,,,,,,,,,,,,,,
VILLENAVE D ORNON                     ,,,8285,Stade Wangermez,20,"Terrain de sport et plaine de jeux",,,,"AVENUE MARÉCHAL DE LATTRE DE TASSIGNY",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,,,,,,,,,,,,,,,,,,
VILLENAVE D ORNON                     ,,,9660,Zone d'évolution athlétiqueannexe au collége du Pont de la Maye,220,"Terrain ou plateau d'évolution (stabilisé ou herbeux, diverses disciplines)",01-10-2009,,8,"AVENUE DU MARECHAL LECLERC",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Sol naturel","Non éclairé",220,1,,,,,,,,,,,1,couloirs,,
VILLENAVE D ORNON                     ,8287,Complexe Sportif "Espace d'Ornon",5013,Trinquet mur a gauche,105,"Trinquet",18-09-2009,,,"ROUTE DE LÉOGNAN",33140,COMMUNE DE VILLENAVE D'ORNON,COMMUNE DE VILLENAVE D'ORNON,,"Ciment","Entrainement",55,22,11,,,,4,1144,1,4,,,,,-0.5781289,44.77059
VILLEGOUGE                            ,7976,Tennis Club de Villegouge,2194,Court de tennis,201,"Court de tennis",01-10-2009,,,"LIEU DIT  LE BASQUE",33141,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,18,,,,,1,,,1,,,,,-0.30606925,44.964584
VILLEGOUGE                            ,7976,Tennis Club de Villegouge,2195,Court de tennis,201,"Court de tennis",01-10-2009,,,"LIEU DIT  LE BASQUE",33141,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-0.30604753,44.964127
VILLEGOUGE                            ,,,2201,Point rencontre jeunes (n'existe plus),501,"Foyer de jeunes,Point Accueil Jeune",01-10-2009,,,"PLACE DU GÉNÉRAL DE GAULLE",33141,Commune,Commune,,"Carrelage","Entrainement",4,3,3,,,,,,,,,,,,-0.3072376,44.967304
VILLEGOUGE                            ,,,9497,Maison des associations ,510,"Maison des Associations",,,,"AVENUE DE LA RÉPUBLIQUE LE BOURG ",33141,COMMUNE DE VILLEGOUGE,COMMUNE DE VILLEGOUGE,,,,,,,,,,,,,,,,,,,
VILLEGOUGE                            ,9497,Maison des associations ,9498,Salle associative Polyvalente 1,510,"Maison des Associations",01-10-2009,,,"AVENUE DE LA RÉPUBLIQUE LE BOURG ",33141,COMMUNE DE VILLEGOUGE,COMMUNE DE VILLEGOUGE,,"Carrelage","Normal",9,5,2,,,,,,,,,,,,-0.30677405,44.96715
VILLEGOUGE                            ,9497,Maison des associations ,9499,Salle associative polyvalente 2,510,"Maison des Associations",01-10-2009,,,"AVENUE DE LA RÉPUBLIQUE LE BOURG ",33141,COMMUNE DE VILLEGOUGE,COMMUNE DE VILLEGOUGE,,"Carrelage","Normal",9,5,2,,,,,,,,,,,,-0.30670816,44.9671
VILLEGOUGE                            ,,,2200,Salle Polyvalente  des Fêtes,500,"Salle polyvalente (sport+socioculturelle)",01-10-2009,,,"AV. DE LA RÉPUBLIQUE",33141,Commune,Commune,,"Carrelage","Normal",25,12,6,,,,,,,,,,,,-0.30746427,44.96727
VILLEGOUGE                            ,,,9496,Equipement d'athlétisme ,814,"Sautoir en longueur et X3 sauts",01-10-2009,,,"LE BOURG",33141,COMMUNE DE VILLEGOUGE,COMMUNE DE VILLEGOUGE,,"Sol stabilisé (cendré ou gravé)","Non éclairé",20,1,,,,,,,,,,,,,-0.30631208,44.966766
VILLEGOUGE                            ,7976,Tennis Club de Villegouge,2196,Tennis couvert,103,"Tennis couvert",01-10-2009,,,"LIEU DIT  LE BASQUE",33141,Commune,Commune,,"Béton poreux (Quick)","Compétition",36,18,7,,,,,,,,,,,,-0.30646807,44.96444
VILLEGOUGE                            ,7976,Tennis Club de Villegouge,10334, courts de tennis couverts,103,"Tennis couvert",05-03-2012,,,"LIEU DIT  LE BASQUE",33141,Commune,Commune,,,,72,36,,,,,,,,,,,,,,
VILLEGOUGE                            ,,,9495,Terrain de Basket du Bourg,204,"Terrain de basket",01-10-2009,,,"LE BOURG",33141,COMMUNE DE VILLEGOUGE,COMMUNE DE VILLEGOUGE,,"Bitumineux","Non éclairé",28,14,,,,,,,,,,,,,-0.30699116,44.967453
VILLEGOUGE                            ,7979,Stade Municipal,2189,Terrain de football,200,"Terrain de football",09-05-2012,,,"LIEU DIT LES GENÉVRIERS",33141,Commune,Commune,,"Pelouse","Entrainement",101,67,,,,1,2,,,2,,,,,-0.29877627,44.963436
VILLEGOUGE                            ,,,2192,Terrain de l'Ecole,203,"Terrain de hand ball",01-10-2009,,,"LE BOURG",33141,Commune,Commune,,"Bitumineux","Non éclairé",20,10,,,,,,,,,,,,,-0.30710822,44.96778
VILLEGOUGE                            ,,,7979,Stade Municipal,20,"Terrain de sport et plaine de jeux",,,,"LIEU DIT LES GENÉVRIERS",33141,Commune,Commune,,,,,,,,,,,,,,,,,,,
VILLEGOUGE                            ,,,7976,Tennis Club de Villegouge,20,"Terrain de sport et plaine de jeux",,,,"LIEU DIT  LE BASQUE",33141,Commune,Commune,,,,,,,,,,,,,,,,,,,
VILLANDRAUT                           ,,,9035,Château de Villandraut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILLANDRAUT                           ,,,9195,Domaine Public VILLANDRAUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VILLANDRAUT                           ,,,2959,Base de canoé kayak,421,"Base nautique/Voile/Kayak/Aviron",21-09-2009,,,"LES JARDINS D'EPICURE",33730,Commune,Commune,,"Synthétique","Non éclairé",14,9,,,,,9,,,1,,,,,-0.3686756,44.45934
VILLANDRAUT                           ,8766,Stade Municipal de Villandraut,2955,Bassin d'Apprentissage,312,"Bassin d'Apprentissage de Plein Air",21-09-2009,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,"Résine","Non éclairé",12,5,,,,,4,155,1,20,,,,,-0.376214,44.459084
VILLANDRAUT                           ,8766,Stade Municipal de Villandraut,2953,Court de tennis n°1,201,"Court de tennis",21-09-2009,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-0.3765671,44.45937
VILLANDRAUT                           ,8766,Stade Municipal de Villandraut,2954,Court de tennis n°2,201,"Court de tennis",21-09-2009,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,18,,,,,,,,,,,,,-0.37679344,44.459373
VILLANDRAUT                           ,,,8061,Maison des associations,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"RUE EUGÈNE FAIVRE",33730,Commune,Commune,,,,,,,,,,,,,,,,,,,
VILLANDRAUT                           ,8061,Maison des associations,2962,Maison des Associations,510,"Maison des Associations",21-09-2009,,,"RUE EUGÈNE FAIVRE",33730,Commune,Commune,,"Carrelage","Entrainement",8,7,2,,,,2,,,,,,,,-0.3743922,44.45804
VILLANDRAUT                           ,8061,Maison des associations,2963,Maison des Associations,510,"Maison des Associations",21-09-2009,,,"RUE EUGÈNE FAIVRE",33730,Commune,Commune,,"Carrelage","Entrainement",4,3,3,,,,,,,,,,,,-0.37441167,44.45792
VILLANDRAUT                           ,8766,Stade Municipal de Villandraut,2957,Pataugeoire ,316,"Petit Bassin / Pataugeoire de Plein Air",21-09-2009,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,"Résine","Non éclairé",5,2,0,,,,,,,,,,,,-0.3761586,44.458977
VILLANDRAUT                           ,8766,Stade Municipal de Villandraut,2956,Piscine de Plein Air,310,"Piscine de Plein Air",21-09-2009,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,"Résine","Entrainement",25,12,2,,,,,,,,,,,,-0.37615645,44.45919
VILLANDRAUT                           ,,,9678,Salle d'arts martiaux,110,"Salle d'art martiaux / Dojo",21-09-2009,,,"LE BOURG",33730,CDC DE VILLANDRAUT,CDC DE VILLANDRAUT,,"Synthétique","Entrainement",15,15,4,,,,,,,,,,,,,
VILLANDRAUT                           ,,,2960,Salle des fêtes polyvalente,500,"Salle polyvalente (sport+socioculturelle)",21-09-2009,,,"AVENUE MARCEL FERRER",33730,Commune,Commune,,"Parquet","Entrainement",11,8,4,,,,,,,,,,,,-0.37071982,44.456913
VILLANDRAUT                           ,8766,Stade Municipal de Villandraut,2951,Terrain de football honneur,200,"Terrain de football",21-09-2009,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,"Pelouse","Entrainement",99,64,,,,1,2,150,1,2,,,,,-0.3771828,44.45859
VILLANDRAUT                           ,8766,Stade Municipal de Villandraut,2952,Terrain de football annexe,200,"Terrain de football",21-09-2009,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,"Pelouse","Entrainement",57,32,,,,,,,,,,,,,-0.37731224,44.45919
VILLANDRAUT                           ,,,8766,Stade Municipal de Villandraut,20,"Terrain de sport et plaine de jeux",,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,,,,,,,,,,,,,,,,,,
VILLANDRAUT                           ,8766,Stade Municipal de Villandraut,2958,Toboggan aquatique,315,"Toboggan de Plein Air",21-09-2009,,,"ROUTE DE ST SYMPHORIEN",33730,Commune,Commune,,"Résine","Non éclairé",2,1,,,,,,,,,,,,,-0.37609673,44.459255
VIGNONET                              ,,,4346,Tennis municipal,201,"Court de tennis",13-08-2009,,,"LIEU DIT LAGRAVE",33330,COMMUNE DE VIGNONET,COMMUNE DE VIGNONET,,"Béton poreux (Quick)","Non éclairé",34,17,,,,,2,,,,,,,,-0.13571069,44.847744
VIGNONET                              ,,,9471,Maison des associations,510,"Maison des Associations",13-08-2009,,,"LIEU DIT LAGRAVE",33330,COMMUNE DE VIGNONET,COMMUNE DE VIGNONET,,"Carrelage","Entrainement",12,7,2,,,,,,,,,,,,-0.1448446,44.844913
VIGNONET                              ,,,4347,Salle Polyvalente des Fêtes,508,"Salle des fêtes",13-08-2009,,,"LIEU DIT LAGRAVE",33330,COMMUNE DE VIGNONET,COMMUNE DE VIGNONET,,"Carrelage","Entrainement",13,15,3,,,,,,,,,,,,-0.14458163,44.844975
VERTHEUIL                             ,,,8974,Domaine Public VERTHEUIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTHEUIL                             ,,,935,Salle d'animation,501,"Foyer de jeunes,Point Accueil Jeune",01-10-2009,,13,"RUE DE LA GARE",33180,Commune,Commune,,"Carrelage","Entrainement",14,5,2,,,,,,,,,,,,,
VERTHEUIL                             ,,,933,Salle polyvalente,508,"Salle des fêtes",01-10-2009,,,"RUE DES MARTYRS DE LA RÉSISTANCE",33180,Commune,Commune,,"Parquet","Entrainement",12,10,5,,,,,,,,,,,,,
VERTHEUIL                             ,,,934,Salle des fêtes,508,"Salle des fêtes",01-10-2009,,,"RUE DE L'ABBAYE",33180,Commune,Commune,,"Carrelage","Entrainement",23,9,5,,,,,,,1,,,,,,
VERTHEUIL                             ,,,932,Stade municipal,200,"Terrain de football",01-10-2009,,,"RUE DU 8 MAI",33180,Commune,Commune,,"Prairie","Entrainement",98,63,,,,1,2,,,2,,,,,-0.82963693,45.25041
VERDELAIS                             ,,,8372,Stade intercommunal "Les Gorrets",80,"Complexe Sportif",,,,"LIEU DIT LES GORRETS",33490,CC,CC,,,,,,,,,,,,,,,,,,,
VERDELAIS                             ,8371,Stade intercommunal "La Nauze",5731,Court de tennis,201,"Court de tennis",01-10-2009,,,"LIEU DIT LA NAUZE",33490,CC,CC,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-0.2613045,44.5817
VERDELAIS                             ,8372,Stade intercommunal "Les Gorrets",5730,Court de tennis,201,"Court de tennis",01-10-2009,,,"LIEU DIT LES GORRETS",33490,CC,CC,,"Bitumineux","Non éclairé",35,16,,,,,,,,,,,,,-0.26154143,44.583828
VERDELAIS                             ,8372,Stade intercommunal "Les Gorrets",5732,Fronton Tennis,223,"Fronton ou mur d'entrainement tennis",01-10-2009,,,"LIEU DIT LES GORRETS",33490,CC,CC,,"Béton","Non éclairé",16,10,3,,,,,,,,,,,,-0.2615116,44.584
VERDELAIS                             ,8372,Stade intercommunal "Les Gorrets",5729,Plateau Sportif Polyvalent,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"LIEU DIT LES GORRETS",33490,CC,CC,,"Bitumineux","Non éclairé",33,15,,,,,,,,,,,,,-0.26140723,44.58392
VERDELAIS                             ,8372,Stade intercommunal "Les Gorrets",5733,Salle polyvalente ,500,"Salle polyvalente (sport+socioculturelle)",01-10-2009,,,"LIEU DIT LES GORRETS",33490,CC,CC,,"Carrelage","Non éclairé",16,10,4,,,,1,,,1,,,,,-0.26129174,44.58333
VERDELAIS                             ,8371,Stade intercommunal "La Nauze",5721,Terrain de football,200,"Terrain de football",01-10-2009,,,"LIEU DIT LA NAUZE",33490,CC,CC,,"Pelouse","Entrainement",100,64,,,,,1,,,1,,,,,-0.26140317,44.58247
VERDELAIS                             ,8372,Stade intercommunal "Les Gorrets",5720,Terrain de football,200,"Terrain de football",01-10-2009,,,"LIEU DIT LES GORRETS",33490,CC,CC,,"Pelouse","Entrainement",97,58,,,,,,,,,,,,,-0.26201147,44.583645
VERDELAIS                             ,,,8371,Stade intercommunal "La Nauze",20,"Terrain de sport et plaine de jeux",,,,"LIEU DIT LA NAUZE",33490,CC,CC,,,,,,,,,,,,,,,,,,,
VERDELAIS                             ,8372,Stade intercommunal "Les Gorrets",10256,Vestiaires ( & tribunes),802,"Vestiaires joueurs",24-01-2011,,,"LIEU DIT LES GORRETS",33490,CC,CC,,"Carrelage","Normal",17,11,4,,,1,4,50,1,4,,,,,,
VERAC                                 ,,,2258,Centre Culturel,511,"Centre culturel",01-10-2009,,,"LE BOURG",33240,Commune,Commune,,"Synthétique","Professionnel",9,9,3,,,,1,,,1,,,,,-0.34112978,44.99115
VERAC                                 ,,,8556,Site du Collège Léo Drouyn,90,"Etablissement scolaire",,,,"LIEU DIT L'ESPAGNE",33240,Département,Département,,,,,,,,,,,,,,,,,,,
VERAC                                 ,8556,Site du Collège Léo Drouyn,2255,Piste circulaire d'athlétisme,810,"Piste circulaire d'athlétisme",01-10-2009,,,"LIEU DIT L'ESPAGNE",33240,SI COLLEGE DE VERAC,SI COLLEGE DE VERAC,,"Bitumineux","Non éclairé",184,4,,,,,,,,,,,4,couloirs,-0.33764735,44.990997
VERAC                                 ,8556,Site du Collège Léo Drouyn,2253,Piste d'athlétisme de vitesse,811,"Piste linéaire d'athlétisme",01-10-2009,,,"LIEU DIT L'ESPAGNE",33240,SI COLLEGE DE VERAC,SI COLLEGE DE VERAC,,"Synthétique","Non éclairé",105,5,,,,,,,,,,,4,couloirs,-0.33750555,44.99069
VERAC                                 ,8556,Site du Collège Léo Drouyn,2252,Plateau polyvalent,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",01-10-2009,,,"LIEU DIT L'ESPAGNE",33240,SI COLLEGE DE VERAC,SI COLLEGE DE VERAC,,"Bitumineux","Non éclairé",50,37,,,,,,,,,,,,,-0.33730313,44.990963
VERAC                                 ,8556,Site du Collège Léo Drouyn,2256,Gymnase,101,"Salle de sport / Gymnase/Salle Omnisports",01-10-2009,,,"LIEU DIT L'ESPAGNE",33240,SI COLLEGE DE VERAC,SI COLLEGE DE VERAC,,"Synthétique","Compétition",45,22,12,,,,5,,1,1,,,,,-0.33706036,44.991455
VERAC                                 ,,,2257,Salle des Fêtes,508,"Salle des fêtes",01-10-2009,,,"LE BOURG",33240,Commune,Commune,,"Carrelage","Entrainement",19,11,3,,,,,,,1,,,,,-0.3413862,44.991203
