Annee,Region,id_departement,Departement,Cultures,Surfaces certifiées bio,Surfaces C1,Surfaces C2,Surfaces C3
2010,AQUITAINE,47,LOT-ET-GARONNE,Cultures fourragères,"1814,67","1386,7","77,41",0
2010,AQUITAINE,47,LOT-ET-GARONNE,Fruits,"397,2","455,64","165,4","27,87"
2010,AQUITAINE,47,LOT-ET-GARONNE,Légumes frais,"199,46","6,1","12,87",0
2010,AQUITAINE,47,LOT-ET-GARONNE,Légumes secs,"107,6","2,11",0,0
2010,AQUITAINE,47,LOT-ET-GARONNE,Oléagineux,"1575,96","1054,71","145,94",0
2010,AQUITAINE,47,LOT-ET-GARONNE,PPAM,"38,35","0,55",0,0
2010,AQUITAINE,47,LOT-ET-GARONNE,Protéagineux,"664,42","109,6","53,87",0
2010,AQUITAINE,47,LOT-ET-GARONNE,STH,"796,64","354,53","65,32","0,7"
2010,AQUITAINE,47,LOT-ET-GARONNE,Vigne,"144,53","166,02","199,25","40,94"
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Autres,"437,69","43,08","79,56",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Céréales,"662,6",107,"172,18",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Cultures fourragères,"1028,07","339,49","178,2",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Fruits,"116,85","20,72","7,18","4,18"
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Légumes frais,"110,62","9,73","16,39",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Légumes secs,"4,5",0,"0,25",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Oléagineux,"283,52","14,1","40,68",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,PPAM,"11,05","0,89","0,05",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Protéagineux,"80,26",0,"2,88",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,STH,"1259,5","199,37","102,98",0
2010,AQUITAINE,64,PYRENEES-ATLANTIQUES,Vigne,"87,78","2,22","29,71","12,95"
2011,AQUITAINE,24,DORDOGNE,Autres,"417,96","165,99","138,59","17,45"
2011,AQUITAINE,24,DORDOGNE,Céréales,"1137,69","219,98","376,6",0
2011,AQUITAINE,24,DORDOGNE,Cultures fourragères,"2285,11","186,25","1199,93","0,35"
2011,AQUITAINE,24,DORDOGNE,Fruits,"552,64","134,58","888,37","198,01"
2011,AQUITAINE,24,DORDOGNE,Légumes frais,"103,95","1,25","11,48",0
2011,AQUITAINE,24,DORDOGNE,Légumes secs,"25,78",0,"1,65",0
2011,AQUITAINE,24,DORDOGNE,Oléagineux,"279,2","9,55","70,08",0
2011,AQUITAINE,24,DORDOGNE,PPAM,"17,65","0,6","1,58",0
2011,AQUITAINE,24,DORDOGNE,Protéagineux,"62,02","1,68","30,25",0
2011,AQUITAINE,24,DORDOGNE,STH,"4233,53","382,33","1156,71","0,16"
