#,$id,broader_concept,Titre du du niveau,Commentaire (description) du titre du niveau,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,
lang,,,fr,fr,fr,fr,fr,fr,fr,fr,
url,skos:Concept,skos:broader,skos:prefLabel,skos:definition,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,
type,,url,string,string,string,string,string,string,string,string,
,#22-8-8,#22-8,Les Agues,Lieu-dit habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Les Agues",PAIHABIT0000000050807235,,"45,4236420390001, -0,983301037999922",,,
,#22-8-80,#22-8,Coutras,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Coutras",PAIE_NAT0000000050693329,,"45,4062652140001, -1,00225061899994",,,
,#22-8-81,#22-8,Le Trétin,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Le Trétin",PAIE_NAT0000000050693321,,"45,413746642, -0,980265724999924",,,
,#22-8-82,#22-8,Les Vieilles Vignes,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Les Vieilles Vignes",PAIE_NAT0000000050693313,,"45,4131312790001, -0,951477289999957",,,
,#22-8-83,#22-8,La Sègue Longue,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- La Sègue Longue",PAIE_NAT0000000050693310,,"45,4092980650001, -0,946199986999943",,,
,#22-8-84,#22-8,La Drouillarde,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- La Drouillarde",PAIE_NAT0000000050693323,,"45,4026695750001, -0,970334278999928",,,
,#22-8-85,#22-8,La Grave Longue,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- La Grave Longue",PAIE_NAT0000000050693322,,"45,403145549, -0,963998425999933",,,
,#22-8-86,#22-8,Le Brûlat,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Le Brûlat",PAIE_NAT0000000050693326,,"45,398422414, -0,99534843999993",,,
,#22-8-87,#22-8,Le Soc,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Le Soc",PAIE_NAT0000000050693324,,"45,414792069, -0,985070723999911",,,
,#22-8-88,#22-8,Les Terreaux,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Les Terreaux",PAIE_NAT0000000050693259,,"45,419907971, -0,987142964999919",,,
,#22-8-89,#22-8,La Hille,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- La Hille",PAIE_NAT0000000050693332,,"45,4030387350001, -0,995421761999921",,,
,#22-8-9,#22-8,Jau,Lieu-dit habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Jau",PAIHABIT0000000050807310,,"45,4175425870001, -0,974038079999957",,,
,#22-8-90,#22-8,Le Plapa,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Le Plapa",PAIE_NAT0000000050693325,,"45,393646377, -0,989437355999939",,,
,#22-8-91,#22-8,La Matte de Bellevue,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- La Matte de Bellevue",PAIE_NAT0000000050693251,,"45,4407606240001, -0,952851296999938",,,
,#22-8-92,#22-8,Bourgougnac,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Bourgougnac",PAIE_NAT0000000050693309,,"45,399680758, -0,952672339999936",,,
,#22-8-93,#22-8,Le Nègre,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Le Nègre",PAIE_NAT0000000050693304,,"45,3904785060001, -0,93431165599992",,,
,#22-8-94,#22-8,La Matte de Rigon,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- La Matte de Rigon",PAIE_NAT0000000050693244,,"45,4201378650001, -0,917348114999925",,,
,#22-8-95,#22-8,Les Listes,Lieu-dit non habité,"Jau-Dignac-et-Loirac (Gironde, France) -- Les Listes",PAIE_NAT0000000347673661,,"45,3872885360001, -0,978153920999944",,,
,#22-8-96,#22-8,Le Pandorga,Bois,"Jau-Dignac-et-Loirac (Gironde, France) -- Le Pandorga",PAIE_NAT0000000050693318,,"45,4061486480001, -0,960790110999938",,,
,#22-8-97,#22-8,L'ilot,Bois,"Jau-Dignac-et-Loirac (Gironde, France) -- L'ilot",PAIE_NAT0000000050693253,,"45,42335603, -0,974141513999939",,,
,#22-8-98,#22-8,Le Phare de Richard,Construction,"Jau-Dignac-et-Loirac (Gironde, France) -- Le Phare de Richard",PAICULOI0000000050700325,,"45,4395059080001, -0,931929253999954",,,
,#22-9,#22,Le Verdon-sur-Mer,Commune,"Le Verdon-sur-Mer (Gironde, France)",COMMUNE00000000000002987,33544,"45.54639, -1.06167",33123,6455881,
,#22-9-1,#22-9,Bacs Bureaux,Bâtiment,"Le Verdon-sur-Mer (Gironde, France) -- Bacs Bureaux",S0037,,"45.567987, -1.064529",,,
,#22-9-10,#22-9,La Grande Sarretière,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- La Grande Sarretière",PAIHABIT0000000050807151,,"45,546138215, -1,05729619499994",,,
,#22-9-11,#22-9,Le Royannais,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Le Royannais",PAIHABIT0000000050807157,,"45,540372893, -1,09101531299996",,,
,#22-9-12,#22-9,La Briqueterie,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- La Briqueterie",PAIHABIT0000000050807168,,"45,5212206570001, -1,10658402599995",,,
,#22-9-13,#22-9,Les Huttes,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Les Huttes",PAIHABIT0000000050807162,,"45,5300494730001, -1,10608071799993",,,
,#22-9-14,#22-9,Le Logit,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Le Logit",PAIHABIT0000000050807153,,"45,550957914, -1,06553899999994",,,
,#22-9-15,#22-9,Le Grenouilleau,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Le Grenouilleau",PAIHABIT0000000050807150,,"45,5543143990001, -1,06413086399994",,,
,#22-9-16,#22-9,Le Moulin,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Le Moulin",PAIHABIT0000000050807149,,"45,5422966720001, -1,06725199099992",,,
,#22-9-17,#22-9,La Gare de Moutardier,Ruines,"Le Verdon-sur-Mer (Gironde, France) -- La Gare de Moutardier",PAIHABIT0000000050807160,,"45,519641704, -1,08020999799993",,,
,#22-9-18,#22-9,La Tour Noire,Lieu-dit non habité,"Le Verdon-sur-Mer (Gironde, France) -- La Tour Noire",PAIE_NAT0000000050693194,,"45,546244615, -1,09687686199993",,,
,#22-9-19,#22-9,La Garre,Lieu-dit non habité,"Le Verdon-sur-Mer (Gironde, France) -- La Garre",PAIE_NAT0000000050693197,,"45,5167552840001, -1,09004791499996",,,
,#22-9-2,#22-9,Bacs Villa Brise-Lames,Bâtiment,"Le Verdon-sur-Mer (Gironde, France) -- Bacs Villa Brise-Lames",S0543,,"45.550091, -1.060959",,,
,#22-9-20,#22-9,Carles,Lieu-dit non habité,"Le Verdon-sur-Mer (Gironde, France) -- Carles",PAIE_NAT0000000050693198,,"45,5242788570001, -1,09899589399993",,,
,#22-9-21,#22-9,La Longue,Lieu-dit non habité,"Le Verdon-sur-Mer (Gironde, France) -- La Longue",PAIE_NAT0000000050693196,,"45,5255760140001, -1,08901933399994",,,
,#22-9-22,#22-9,Les Cantines,Lieu-dit non habité,"Le Verdon-sur-Mer (Gironde, France) -- Les Cantines",PAIE_NAT0000000050693193,,"45,538968067, -1,10331921699992",,,
,#22-9-23,#22-9,Proutan,Lieu-dit non habité,"Le Verdon-sur-Mer (Gironde, France) -- Proutan",PAIE_NAT0000000050693190,,"45,5396980240001, -1,07394257699991",,,
,#22-9-24,#22-9,La Claire,Lieu-dit non habité,"Le Verdon-sur-Mer (Gironde, France) -- La Claire",PAIE_NAT0000000050693189,,"45,562529264, -1,07910988999993",,,
,#22-9-25,#22-9,Courbillon,Lieu-dit non habité,"Le Verdon-sur-Mer (Gironde, France) -- Courbillon",PAIE_NAT0000000050693199,,"45,5181147340001, -1,10149418999993",,,
,#22-9-26,#22-9,Môle d'Escale,Digue,"Le Verdon-sur-Mer (Gironde, France) -- Môle d'Escale",PAICULOI0000000257865683,,"45,547665533, -1,04049590299991",,,
,#22-9-27,#22-9,Fort du Verdon,Ouvrage militaire,"Le Verdon-sur-Mer (Gironde, France) -- Fort du Verdon",PAIEQADM0000000050700851,,"45,5644862040001, -1,06365480799991",,,
,#22-9-28,#22-9,Forêt Domaniale de La Pointe de Grave,Bois,"Le Verdon-sur-Mer (Gironde, France) -- Forêt Domaniale de La Pointe de Grave",PAIE_NAT0000000050693192,,"45,5540030190001, -1,08788740599994",,,
,#22-9-29,#22-9,Le Royannais,Camping,"Le Verdon-sur-Mer (Gironde, France) -- Le Royannais",PAICULOI0000000071395552,,"45,5417320540001, -1,09189705499995",,,
,#22-9-3,#22-9,Bacs Ateliers DTM,Bâtiment,"Le Verdon-sur-Mer (Gironde, France)) -- Bacs Ateliers DTM",S1551,,"45.564262, -1.064713",,,
,#22-9-30,#22-9,Résidence de La Plage,Camping,"Le Verdon-sur-Mer (Gironde, France) -- Résidence de La Plage",PAICULOI0000000071395054,,"45,549425613, -1,05911913699993",,,
,#22-9-31,#22-9,La Pointe du Médoc,Camping,"Le Verdon-sur-Mer (Gironde, France) -- La Pointe du Médoc",PAICULOI0000000050700315,,"45,5453313300001, -1,07817418099995",,,
,#22-9-4,#22-9,Beauchamp,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Beauchamp",PAIHABIT0000000220845838,,"45,5225580210001, -1,10618535999993",,,
,#22-9-5,#22-9,Maison de Grave,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Maison de Grave",PAIHABIT0000000050807159,,"45,5520473000001, -1,09236724199991",,,
,#22-9-6,#22-9,Les Grandes Maisons,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Les Grandes Maisons",PAIHABIT0000000050807158,,"45,5425797890001, -1,07597900999991",,,
,#22-9-7,#22-9,Le Pastin,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Le Pastin",PAIHABIT0000000050807154,,"45,5568071440001, -1,06712962099994",,,
,#22-9-8,#22-9,Les Brandes,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Les Brandes",PAIHABIT0000000050807152,,"45,5501822510001, -1,06910495899996",,,
,#22-9-9,#22-9,Faille Marais,Lieu-dit habité,"Le Verdon-sur-Mer (Gironde, France) -- Faille Marais",PAIHABIT0000000050807155,,"45,550426643, -1,06108407499994",,,
,#23,,Pessac 1er Canton,Canton,"Pessac  1er Canton (Gironde, France ; canton)",CANTON000000000000000004,3323,,,,
,#23-1,#23,Canéjan,Commune,"Canéjan (Gironde, France)",COMMUNE00000000000015660,33090,"44.7633, -0.6544",33610,6616542,
,#23-1-1,#23-1,Permanence,Bâtiment,"Canejan (Gironde, France) -- Permanence",S1785,,"44.763196, -0.653447",,,
,#23-1-10,#23-1,Margoys,Lieu-dit habité,"Canéjan (Gironde, France) -- Margoys",PAIHABIT0000000050819684,,"44,766057769, -0,661233560999961",,,
,#23-1-11,#23-1,Tournebride,Lieu-dit habité,"Canéjan (Gironde, France) -- Tournebride",PAIHABIT0000000050820703,,"44,7434191580001, -0,658683462999932",,,
,#23-1-12,#23-1,La Rue,Lieu-dit habité,"Canéjan (Gironde, France) -- La Rue",PAIHABIT0000000050819660,,"44,766422612, -0,653432475999921",,,
,#23-1-13,#23-1,Le Petit Bordeaux,Lieu-dit habité,"Canéjan (Gironde, France) -- Le Petit Bordeaux",PAIHABIT0000000050820692,,"44,7481565890001, -0,644625773999906",,,
,#23-1-14,#23-1,La House,Lieu-dit habité,"Canéjan (Gironde, France) -- La House",PAIHABIT0000000050820690,,"44,7487369460001, -0,640792067999939",,,
,#23-1-15,#23-1,Séguin,Lieu-dit habité,"Canéjan (Gironde, France) -- Séguin",PAIHABIT0000000050819673,,"44,7685719030001, -0,647204537999926",,,
,#23-1-16,#23-1,Camparian,Lieu-dit habité,"Canéjan (Gironde, France) -- Camparian",PAIHABIT0000000050820714,,"44,747318755, -0,653940349999914",,,
,#23-1-17,#23-1,Granet,Lieu-dit habité,"Canéjan (Gironde, France) -- Granet",PAIHABIT0000000050819682,,"44,7702711750001, -0,656569851999962",,,
,#23-1-18,#23-1,Barbicadge,Lieu-dit habité,"Canéjan (Gironde, France) -- Barbicadge",PAIHABIT0000000050819681,,"44,7663999200001, -0,657588221999959",,,
,#23-1-19,#23-1,Daulet,Lieu-dit habité,"Canéjan (Gironde, France) -- Daulet",PAIHABIT0000000050819661,,"44,7701011790001, -0,65319964899993",,,
,#23-1-2,#23-1,Le Courneau,Lieu-dit habité,"Canéjan (Gironde, France) -- Le Courneau",PAIHABIT0000000050819683,,"44,7649208140001, -0,66631480999996",,,
,#23-1-20,#23-1,Château de Rouillac,Château,"Canéjan (Gironde, France) -- Château de Rouillac",PAIHABIT0000000050819685,,"44,7635075370001, -0,660376738999958",,,
,#23-1-21,#23-1,La Seigue de La Peyrotte,Lieu-dit non habité,"Canéjan (Gironde, France) -- La Seigue de La Peyrotte",PAIE_NAT0000000050695853,,"44,7559109440001, -0,670607271999927",,,
,#23-1-22,#23-1,L'Ajoncière,etablissement hospitalier,"Canéjan (Gironde, France) -- L'ajoncière",PAISANTE0000000050699426,,"44,7471798090001, -0,656702276999909",,,
,#23-1-23,#23-1,Zone d'activités du Courneau,Zone industrielle,"Canéjan (Gironde, France) -- Zone d'activités du Courneau",PAIINDUS0000000285836542,,"44,759646316, -0,669342026999914",,,
,#23-1-24,#23-1,Guillerie,Bois,"Canéjan (Gironde, France) -- Guillerie",PAIE_NAT0000000050695854,,"44,7759206300001, -0,676522551999938",,,
,#23-1-25,#23-1,Peyre Brune,Bois,"Canéjan (Gironde, France) -- Peyre Brune",PAIE_NAT0000000050695856,,"44,7737289900001, -0,676024902999927",,,
,#23-1-26,#23-1,Lande de Malores,Bois,"Canéjan (Gironde, France) -- Lande de Malores",PAIE_NAT0000000050695959,,"44,7397597450001, -0,640592786999946",,,
,#23-1-27,#23-1,Bigarat,Bois,"Canéjan (Gironde, France) -- Bigarat",PAIE_NAT0000000050695855,,"44,7692214530001, -0,676275419999911",,,
,#23-1-3,#23-1,Maujay,Lieu-dit habité,"Canéjan (Gironde, France) -- Maujay",PAIHABIT0000000050819667,,"44,773680072, -0,650686583999914",,,
,#23-1-4,#23-1,Pey Arnaud,Lieu-dit habité,"Canéjan (Gironde, France) -- Pey Arnaud",PAIHABIT0000000050819674,,"44,7531272450001, -0,639523152999914",,,
,#23-1-5,#23-1,Malores,Lieu-dit habité,"Canéjan (Gironde, France) -- Malores",PAIHABIT0000000050820689,,"44,7490322120001, -0,63718267999991",,,
,#23-1-6,#23-1,La Braneyre,Lieu-dit habité,"Canéjan (Gironde, France) -- La Braneyre",PAIHABIT0000000050820691,,"44,7464730500001, -0,64429660299993",,,
,#23-1-7,#23-1,Laroque,Lieu-dit habité,"Canéjan (Gironde, France) -- Laroque",PAIHABIT0000000050819672,,"44,7578334680001, -0,646241007999947",,,
,#23-1-8,#23-1,Le Camp,Lieu-dit habité,"Canéjan (Gironde, France) -- Le Camp",PAIHABIT0000000050820693,,"44,7429664350001, -0,649489426999935",,,
,#23-1-9,#23-1,Pujau,Lieu-dit habité,"Canéjan (Gironde, France) -- Pujau",PAIHABIT0000000050819662,,"44,7636049110001, -0,650490244999958",,,
,#23-2,#23,Cestas,Commune,"Cestas (Gironde, France)",COMMUNE00000000000025532,33122,"44.7444, -0.6814",33610,6432187,
,#23-2-1,#23-2,Collège Cantelande,Bâtiment,"Cestas (Gironde, France) -- Collège Cantelande",S0139,,"44.758089, -0.688267",,,
,#23-2-10,#23-2,Lestaules,Lieu-dit habité,"Cestas (Gironde, France) -- Lestaules",PAIHABIT0000000050820719,,"44,7234525420001, -0,683193048999954",,,
,#23-2-100,#23-2,Les Argileyres,Bois,"Cestas (Gironde, France) -- Les Argileyres",PAIE_NAT0000000050695966,,"44,7336058990001, -0,726535039999931",,,
,#23-2-101,#23-2,Galant,Bois,"Cestas (Gironde, France) -- Galant",PAIE_NAT0000000050695964,,"44,73459224, -0,699035183999911",,,
,#23-2-102,#23-2,Crabot,Bois,"Cestas (Gironde, France) -- Crabot",PAIE_NAT0000000050695962,,"44,721161124, -0,682716878999941",,,
,#23-2-103,#23-2,Taris,Bois,"Cestas (Gironde, France) -- Taris",PAIE_NAT0000000050695961,,"44,7220641910001, -0,68850895199995",,,
,#23-2-104,#23-2,Lavance,Bois,"Cestas (Gironde, France) -- Lavance",PAIE_NAT0000000050696066,,"44,6945220570001, -0,732765671999914",,,
,#23-2-105,#23-2,Chante-Alouette,Bois,"Cestas (Gironde, France) -- Chante-Alouette",PAIE_NAT0000000050696059,,"44,690126573, -0,666962961999957",,,
,#23-2-106,#23-2,Le Grand Pas,Bois,"Cestas (Gironde, France) -- Le Grand Pas",PAIE_NAT0000000050695860,,"44,7587129110001, -0,716362629999935",,,
,#23-2-107,#23-2,Peymerle,Bois,"Cestas (Gironde, France) -- Peymerle",PAIE_NAT0000000050695864,,"44,748419578, -0,747556128999918",,,
,#23-2-108,#23-2,Lande de Jauge,Bois,"Cestas (Gironde, France) -- Lande de Jauge",PAIE_NAT0000000050695968,,"44,7183948410001, -0,731371423999917",,,
,#23-2-109,#23-2,Le Domaine Louis,Bois,"Cestas (Gironde, France) -- Le Domaine Louis",PAIE_NAT0000000050695970,,"44,738167413, -0,78432221099996",,,
,#23-2-11,#23-2,Le Rucher de Monsalut,Lieu-dit habité,"Cestas (Gironde, France) -- Le Rucher de Monsalut",PAIHABIT0000000050819700,,"44,763781769, -0,693138873999942",,,
,#23-2-110,#23-2,Le Rousset,Bois,"Cestas (Gironde, France) -- Le Rousset",PAIE_NAT0000000050695969,,"44,7331328180001, -0,743494016999932",,,
,#23-2-111,#23-2,Lousteau Neuf,Bois,"Cestas (Gironde, France) -- Lousteau Neuf",PAIE_NAT0000000050695857,,"44,751153178, -0,712401108999927",,,
,#23-2-112,#23-2,Pudat,Bois,"Cestas (Gironde, France) -- Pudat",PAIE_NAT0000000050696061,,"44,7072590880001, -0,708080828999926",,,
,#23-2-113,#23-2,Saint-Raymond,Bois,"Cestas (Gironde, France) -- Saint-Raymond",PAIE_NAT0000000050696069,,"44,7074814010001, -0,762367206999954",,,
,#23-2-114,#23-2,Forêt Domaniale de L'ermitage,Bois,"Cestas (Gironde, France) -- Forêt Domaniale de L'Ermitage",PAIE_NAT0000000050695866,,"44,7456659580001, -0,776340334999929",,,
,#23-2-115,#23-2,Les Pièces d'alexandre,Bois,"Cestas (Gironde, France) -- Les Pièces d'alexandre",PAIE_NAT0000000050696062,,"44,695723704, -0,702103487999921",,,
,#23-2-116,#23-2,Le Mayne Neuf,Bois,"Cestas (Gironde, France) -- Le Mayne Neuf",PAIE_NAT0000000050696065,,"44,6878651410001, -0,73164322599996",,,
,#23-2-117,#23-2,Castillonville,Bois,"Cestas (Gironde, France) -- Castillonville",PAIE_NAT0000000050695971,,"44,7348297570001, -0,804202331999932",,,
,#23-2-118,#23-2,Les Pins de Jarry,Bois,"Cestas (Gironde, France) -- Les Pins de Jarry",PAIE_NAT0000000050696068,,"44,70017219, -0,748282188999951",,,
,#23-2-119,#23-2,Atelier Industriel de L'air,Enceinte militaire,"Cestas (Gironde, France) -- Atelier Industriel de L'air",PAIEQADM0000000050701094,,"44,7005048930001, -0,772091533999912",,,
,#23-2-12,#23-2,Le Hillet,Lieu-dit habité,"Cestas (Gironde, France) -- Le Hillet",PAIHABIT0000000050819703,,"44,7546698470001, -0,697510116999922",,,
,#23-2-13,#23-2,Peymartin,Lieu-dit habité,"Cestas (Gironde, France) -- Peymartin",PAIHABIT0000000050819708,,"44,7610330590001, -0,706028726999932",,,
,#23-2-14,#23-2,La Girouette,Lieu-dit habité,"Cestas (Gironde, France) -- La Girouette",PAIHABIT0000000050822121,,"44,6808400090001, -0,72566971099991",,,
,#23-2-15,#23-2,Chapet,Lieu-dit habité,"Cestas (Gironde, France) -- Chapet",PAIHABIT0000000050820706,,"44,7423955800001, -0,659575430999951",,,
,#23-2-16,#23-2,Le Moulin Neuf,Lieu-dit habité,"Cestas (Gironde, France) -- Le Moulin Neuf",PAIHABIT0000000050819687,,"44,755568505, -0,690699456999937",,,
,#23-2-17,#23-2,La Moulette,Lieu-dit habité,"Cestas (Gironde, France) -- La Moulette",PAIHABIT0000000050820723,,"44,7472147970001, -0,687443383999948",,,
,#23-2-18,#23-2,La Peloue,Lieu-dit habité,"Cestas (Gironde, France) -- La Peloue",PAIHABIT0000000050820721,,"44,7286189010001, -0,675946808999925",,,
,#23-2-19,#23-2,Bouzet,Lieu-dit habité,"Cestas (Gironde, France) -- Bouzet",PAIHABIT0000000050819693,,"44,7617981400001, -0,68799641499993",,,
,#23-2-2,#23-2,Gendarmerie,Bâtiment,"Cestas (Gironde, France) -- Gendarmerie",S0351,,"44.742328, -0.683623",,,
,#23-2-20,#23-2,Le Grand Jarnon,Lieu-dit habité,"Cestas (Gironde, France) -- Le Grand Jarnon",PAIHABIT0000000050821428,,"44,7120659620001, -0,691087917999937",,,
,#23-2-21,#23-2,Coppinger,Lieu-dit habité,"Cestas (Gironde, France) -- Coppinger",PAIHABIT0000000050821423,,"44,7187446850001, -0,664774440999906",,,
,#23-2-22,#23-2,Castillonville,Lieu-dit habité,"Cestas (Gironde, France) -- Castillonville",PAIHABIT0000000050820744,,"44,7249787710001, -0,794230790999961",,,
,#23-2-23,#23-2,Les Couhours,Lieu-dit habité,"Cestas (Gironde, France) -- Les Couhours",PAIHABIT0000000050820718,,"44,7384606940001, -0,693524617999913",,,
,#23-2-24,#23-2,Trigant,Lieu-dit habité,"Cestas (Gironde, France) -- Trigant",PAIHABIT0000000050820702,,"44,736348514, -0,67208201099993",,,
,#23-2-25,#23-2,La Birade,Lieu-dit habité,"Cestas (Gironde, France) -- La Birade",PAIHABIT0000000050821434,,"44,7154653970001, -0,694793302999926",,,
,#23-2-26,#23-2,Choisy La Tour,Lieu-dit habité,"Cestas (Gironde, France) -- Choisy La Tour",PAIHABIT0000000050820700,,"44,7340740260001, -0,65742565499994",,,
,#23-2-27,#23-2,Le Pavillon,Lieu-dit habité,"Cestas (Gironde, France) -- Le Pavillon",PAIHABIT0000000050820742,,"44,735563035, -0,777130073999956",,,
,#23-2-28,#23-2,La Clairière Aux Chevaux,Lieu-dit habité,"Cestas (Gironde, France) -- La Clairière Aux Chevaux",PAIHABIT0000000050820728,,"44,722995456, -0,675470625999935",,,
,#23-2-29,#23-2,Fiston,Lieu-dit habité,"Cestas (Gironde, France) -- Fiston",PAIHABIT0000000050821436,,"44,711374693, -0,695947855999918",,,
,#23-2-3,#23-2,Défense de la forêt contre les incendies,Bâtiment,"Cestas (Gironde, France) -- Défense de la forêt contre les incendies",S0750,,"44.743428, -0.688203",,,
,#23-2-30,#23-2,Thomazin,Lieu-dit habité,"Cestas (Gironde, France) -- Thomazin",PAIHABIT0000000050819698,,"44,7583860990001, -0,691343613999948",,,
,#23-2-31,#23-2,Saint-Eugène,Lieu-dit habité,"Cestas (Gironde, France) -- Saint-Eugène",PAIHABIT0000000050821425,,"44,695240928, -0,687603943999932",,,
,#23-2-32,#23-2,Les Gleyses,Lieu-dit habité,"Cestas (Gironde, France) -- Les Gleyses",PAIHABIT0000000050820733,,"44,7463070000001, -0,712881729999936",,,
,#23-2-33,#23-2,Réjouits,Lieu-dit habité,"Cestas (Gironde, France) -- Réjouits",PAIHABIT0000000050820708,,"44,738340275, -0,656453773999942",,,
,#23-2-34,#23-2,Baron,Lieu-dit habité,"Cestas (Gironde, France) -- Baron",PAIHABIT0000000050820736,,"44,732752201, -0,758688829999926",,,
,#23-2-35,#23-2,Marcouyau,Lieu-dit habité,"Cestas (Gironde, France) -- Marcouyau",PAIHABIT0000000050820720,,"44,7253849560001, -0,680671017999941",,,
,#23-2-36,#23-2,Les Chäus,Lieu-dit habité,"Cestas (Gironde, France) -- Les Chäus",PAIHABIT0000000050820731,,"44,7217886760001, -0,703102033999926",,,
,#23-2-37,#23-2,Ratier,Lieu-dit habité,"Cestas (Gironde, France) -- Ratier",PAIHABIT0000000050819689,,"44,7711203250001, -0,686801293999906",,,
,#23-2-38,#23-2,Le Bray,Lieu-dit habité,"Cestas (Gironde, France) -- Le Bray",PAIHABIT0000000050820741,,"44,7258368060001, -0,776020544999937",,,
,#23-2-39,#23-2,Verdery,Lieu-dit habité,"Cestas (Gironde, France) -- Verdery",PAIHABIT0000000050820745,,"44,7201692570001, -0,80098086199996",,,
,#23-2-4,#23-2,Antenne sociale,Bâtiment,"Cestas (Gironde, France) -- Antenne sociale",S1660,,"44.741229, -0.685325",,,
,#23-2-40,#23-2,Fourq,Lieu-dit habité,"Cestas (Gironde, France) -- Fourq",PAIHABIT0000000050819696,,"44,7548169, -0,68460771599996",,,
,#23-2-41,#23-2,Besson,Lieu-dit habité,"Cestas (Gironde, France) -- Besson",PAIHABIT0000000050819692,,"44,760728709, -0,69452845099994",,,
,#23-2-42,#23-2,Saint-Clair,Lieu-dit habité,"Cestas (Gironde, France) -- Saint-Clair",PAIHABIT0000000050821435,,"44,698234911, -0,709925062999957",,,
